timestep_superordinate_expansion,timestep_dispatch,region_dispatch,carrier,technology,M,scenario,id,constraint
none,40th < 2040 < d015 < hh0088,EU < DE < de < 34DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0087, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0088, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0088, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0088, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0088,EU < DE < de < 35DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0087, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0088, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0088, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0088, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0088,EU < DE < de < 36DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0087, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0088, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0088, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0088, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0088,EU < DE < de < 37DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0087, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0088, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0088, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0088, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0089,EU < DE < de < 31DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0088, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0089, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0089, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0089, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0089,EU < DE < de < 32DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0088, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0089, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0089, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0089, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0089,EU < DE < de < 33DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0088, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0089, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0089, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0089, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0089,EU < DE < de < 34DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0088, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0089, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0089, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0089, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0089,EU < DE < de < 35DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0088, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0089, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0089, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0089, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0089,EU < DE < de < 36DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0088, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0089, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0089, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0089, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0089,EU < DE < de < 37DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0088, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0089, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0089, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0089, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0090,EU < DE < de < 31DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0089, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0090, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0090, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0090, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0090,EU < DE < de < 32DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0089, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0090, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0090, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0090, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0090,EU < DE < de < 33DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0089, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0090, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0090, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0090, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0090,EU < DE < de < 34DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0089, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0090, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0090, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0090, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0090,EU < DE < de < 35DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0089, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0090, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0090, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0090, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0090,EU < DE < de < 36DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0089, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0090, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0090, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0090, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d015 < hh0090,EU < DE < de < 37DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0089, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0090, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0090, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0090, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0091,EU < DE < de < 31DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"-10000 stLvl[none, 2040, hh0091, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 6541.145898517241 stLvl[none, 2040, hh0096, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0091, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0091, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0091,EU < DE < de < 32DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"-10000 stLvl[none, 2040, hh0091, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 6541.145898517241 stLvl[none, 2040, hh0096, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0091, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0091, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0091,EU < DE < de < 33DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"-10000 stLvl[none, 2040, hh0091, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 6541.145898517241 stLvl[none, 2040, hh0096, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0091, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0091, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0091,EU < DE < de < 34DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"-10000 stLvl[none, 2040, hh0091, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 6541.145898517241 stLvl[none, 2040, hh0096, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0091, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0091, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0091,EU < DE < de < 35DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"-10000 stLvl[none, 2040, hh0091, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 6541.145898517241 stLvl[none, 2040, hh0096, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0091, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0091, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0091,EU < DE < de < 36DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"-10000 stLvl[none, 2040, hh0091, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 6541.145898517241 stLvl[none, 2040, hh0096, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0091, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0091, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0091,EU < DE < de < 37DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"-10000 stLvl[none, 2040, hh0091, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 6541.145898517241 stLvl[none, 2040, hh0096, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0091, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0091, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0092,EU < DE < de < 31DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0091, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0092, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0092, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0092, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0092,EU < DE < de < 32DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0091, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0092, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0092, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0092, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0092,EU < DE < de < 33DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0091, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0092, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0092, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0092, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0092,EU < DE < de < 34DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0091, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0092, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0092, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0092, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0092,EU < DE < de < 35DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0091, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0092, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0092, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0092, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0092,EU < DE < de < 36DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0091, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0092, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0092, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0092, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0092,EU < DE < de < 37DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0091, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0092, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0092, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0092, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0093,EU < DE < de < 31DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0092, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0093, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0093, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0093, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0093,EU < DE < de < 32DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0092, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0093, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0093, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0093, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0093,EU < DE < de < 33DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0092, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0093, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0093, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0093, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0093,EU < DE < de < 34DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0092, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0093, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0093, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0093, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0093,EU < DE < de < 35DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0092, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0093, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0093, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0093, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0093,EU < DE < de < 36DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0092, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0093, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0093, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0093, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0093,EU < DE < de < 37DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0092, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0093, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0093, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0093, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0094,EU < DE < de < 31DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0093, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0094, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0094, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0094, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0094,EU < DE < de < 32DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0093, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0094, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0094, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0094, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0094,EU < DE < de < 33DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0093, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0094, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0094, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0094, 33DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0094,EU < DE < de < 34DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0093, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0094, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0094, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0094, 34DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0094,EU < DE < de < 35DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0093, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0094, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0094, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0094, 35DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0094,EU < DE < de < 36DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0093, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0094, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0094, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0094, 36DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0094,EU < DE < de < 37DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0093, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0094, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0094, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0094, 37DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0095,EU < DE < de < 31DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0094, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0095, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0095, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0095, 31DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
none,40th < 2040 < d016 < hh0095,EU < DE < de < 32DE,spaceHeat,heatpump < heatpumpAir < heatpumpAirSpace,none,none,1,"6541.145898517241 stLvl[none, 2040, hh0094, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stLvl[none, 2040, hh0095, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] - 10000 stExtOut[none, 2040, hh0095, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] + 10000 stIntIn[none, 2040, hh0095, 32DE, spaceHeat, heatpumpAirSpace, none, none, 1] == 0.0"
