timestep_superordinate_dispatch,region_dispatch,technology,carrier,id,variable,value,objName
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStSize,0.25795598502136186,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStSize,0.0023646305108166754,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStSize,0.008969157465868249,
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStSize,0.25795598502136186,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStSize,0.002364630510816675,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStSize,0.008969157465868249,
40th < 2040,EU < DE < de < 31DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStOut,1.887905325702823e-5,
40th < 2040,EU < DE < de < 32DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStOut,2.505387201528859e-5,
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStOut,1.7197065668090792,
40th < 2040,EU < DE < de < 34DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStOut,1.847004492149802e-5,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStOut,0.015764203405444502,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStOut,0.05979438310578833,
40th < 2040,EU < DE < de < 37DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStOut,2.465315429533351e-5,
40th < 2040,EU < DE < de < 31DE,heatpump < heatpumpAir < heatpumpAirSpace,none,none,capaConv,2.830376618089115e-5,
40th < 2040,EU < DE < de < 32DE,heatpump < heatpumpAir < heatpumpAirSpace,none,none,capaConv,3.552028956716269e-5,
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirSpace,none,none,capaConv,2.5629644546391424,
40th < 2040,EU < DE < de < 34DE,heatpump < heatpumpAir < heatpumpAirSpace,none,none,capaConv,3.1136468090704986e-5,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirSpace,none,none,capaConv,0.02196860767123028,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirSpace,none,none,capaConv,0.07758364832419491,
40th < 2040,EU < DE < de < 37DE,heatpump < heatpumpAir < heatpumpAirSpace,none,none,capaConv,3.4056788411167814e-5,
40th < 2040,EU < DE < de < 31DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStIn,1.887905325702823e-5,
40th < 2040,EU < DE < de < 32DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStIn,2.505387201528859e-5,
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStIn,1.7197065668090792,
40th < 2040,EU < DE < de < 34DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStIn,1.847004492149802e-5,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStIn,0.015764203405444502,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStIn,0.05979438310578833,
40th < 2040,EU < DE < de < 37DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,capaStIn,2.465315429533351e-5,
40th < 2040,EU < DE < de < 31DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStIn,1.887905325702823e-5,
40th < 2040,EU < DE < de < 32DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStIn,2.505387201528859e-5,
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStIn,1.7197065668090792,
40th < 2040,EU < DE < de < 34DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStIn,1.847004492149802e-5,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStIn,0.015764203405444502,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStIn,0.05979438310578833,
40th < 2040,EU < DE < de < 37DE,heatpump < heatpumpAir < heatpumpAirSpace,none,1,expStIn,2.465315429533351e-5,
40th < 2040,EU < DE < de < 31DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,expConv,1.3360783717161573,
40th < 2040,EU < DE < de < 32DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,expConv,0.765315762126782,
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,expConv,2.1903574366512992,
40th < 2040,EU < DE < de < 34DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,expConv,0.7380983722339729,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,expConv,1.1130725833428454,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,expConv,1.4600347779633651,
40th < 2040,EU < DE < de < 37DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,expConv,1.4533062430942914,
40th < 2040,EU < DE < de < 31DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,capaConv,1.3360783717161573,
40th < 2040,EU < DE < de < 32DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,capaConv,0.765315762126782,
40th < 2040,EU < DE < de < 33DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,capaConv,2.1903574366512992,
40th < 2040,EU < DE < de < 34DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,capaConv,0.7380983722339729,
40th < 2040,EU < DE < de < 35DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,capaConv,1.1130725833428454,
40th < 2040,EU < DE < de < 36DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,capaConv,1.4600347779633651,
40th < 2040,EU < DE < de < 37DE,heatpump < heatpumpAir < heatpumpAirDh,none,none,capaConv,1.4533062430942914,
40th < 2040,EU < DE < de < 31DE,networkHeat < h2BoilerDh,none,none,expConv,4.8516212613286244e-5,
40th < 2040,EU < DE < de < 32DE,networkHeat < h2BoilerDh,none,none,expConv,4.7990448630045866e-5,
40th < 2040,EU < DE < de < 33DE,networkHeat < h2BoilerDh,none,none,expConv,4.9524309148119805e-5,
40th < 2040,EU < DE < de < 34DE,networkHeat < h2BoilerDh,none,none,expConv,4.808666757894134e-5,
40th < 2040,EU < DE < de < 35DE,networkHeat < h2BoilerDh,none,none,expConv,4.862326715745464e-5,
40th < 2040,EU < DE < de < 36DE,networkHeat < h2BoilerDh,none,none,expConv,4.771819174371041e-5,
40th < 2040,EU < DE < de < 37DE,networkHeat < h2BoilerDh,none,none,expConv,4.802687298801169e-5,
40th < 2040,EU < DE < de < 31DE,networkHeat < h2BoilerDh,none,none,capaConv,4.851621261328625e-5,
40th < 2040,EU < DE < de < 32DE,networkHeat < h2BoilerDh,none,none,capaConv,4.799044863004587e-5,
40th < 2040,EU < DE < de < 33DE,networkHeat < h2BoilerDh,none,none,capaConv,4.95243091481198e-5,
40th < 2040,EU < DE < de < 34DE,networkHeat < h2BoilerDh,none,none,capaConv,4.808666757894134e-5,
40th < 2040,EU < DE < de < 35DE,networkHeat < h2BoilerDh,none,none,capaConv,4.862326715745464e-5,
40th < 2040,EU < DE < de < 36DE,networkHeat < h2BoilerDh,none,none,capaConv,4.771819174371041e-5,
40th < 2040,EU < DE < de < 37DE,networkHeat < h2BoilerDh,none,none,capaConv,4.8026872988011684e-5,
40th < 2040,EU < DE < de < 31DE,wind < onshore < onshore_a,none,none,expConv,9.152448391609884e-5,
40th < 2040,EU < DE < de < 32DE,wind < onshore < onshore_a,none,none,expConv,0.00028791519158371463,
40th < 2040,EU < DE < de < 33DE,wind < onshore < onshore_a,none,none,expConv,7.208833879347731e-5,
40th < 2040,EU < DE < de < 34DE,wind < onshore < onshore_a,none,none,expConv,28.80909493141583,
40th < 2040,EU < DE < de < 35DE,wind < onshore < onshore_a,none,none,expConv,0.00013013281927976022,
40th < 2040,EU < DE < de < 36DE,wind < onshore < onshore_a,none,none,expConv,0.00012628065331408652,
40th < 2040,EU < DE < de < 37DE,wind < onshore < onshore_a,none,none,expConv,0.00037487568732402836,
40th < 2040,EU < DE < de < 31DE,wind < onshore < onshore_a,none,none,capaConv,9.152448391609886e-5,
40th < 2040,EU < DE < de < 32DE,wind < onshore < onshore_a,none,none,capaConv,0.00028791519158371463,
40th < 2040,EU < DE < de < 33DE,wind < onshore < onshore_a,none,none,capaConv,7.208833879347733e-5,
40th < 2040,EU < DE < de < 34DE,wind < onshore < onshore_a,none,none,capaConv,28.809094931415828,
40th < 2040,EU < DE < de < 35DE,wind < onshore < onshore_a,none,none,capaConv,0.00013013281927976022,
40th < 2040,EU < DE < de < 36DE,wind < onshore < onshore_a,none,none,capaConv,0.00012628065331408652,
40th < 2040,EU < DE < de < 37DE,wind < onshore < onshore_a,none,none,capaConv,0.0003748756873240284,
40th < 2040,EU < DE < de < 31DE,wind < onshore < onshore_c,none,none,expConv,23.860343592327062,
40th < 2040,EU < DE < de < 32DE,wind < onshore < onshore_c,none,none,expConv,0.00011607922353520056,
40th < 2040,EU < DE < de < 33DE,wind < onshore < onshore_c,none,none,expConv,0.0002620780394576333,
40th < 2040,EU < DE < de < 34DE,wind < onshore < onshore_c,none,none,expConv,0.00010391636397951795,
40th < 2040,EU < DE < de < 35DE,wind < onshore < onshore_c,none,none,expConv,0.0007132352103154486,
40th < 2040,EU < DE < de < 36DE,wind < onshore < onshore_c,none,none,expConv,6.506091407721319,
40th < 2040,EU < DE < de < 37DE,wind < onshore < onshore_c,none,none,expConv,8.774001189535917e-5,
40th < 2040,EU < DE < de < 31DE,wind < onshore < onshore_c,none,none,capaConv,23.860343592327062,
40th < 2040,EU < DE < de < 32DE,wind < onshore < onshore_c,none,none,capaConv,0.00011607922353520056,
40th < 2040,EU < DE < de < 33DE,wind < onshore < onshore_c,none,none,capaConv,0.0002620780394576333,
40th < 2040,EU < DE < de < 34DE,wind < onshore < onshore_c,none,none,capaConv,0.00010391636397951795,
40th < 2040,EU < DE < de < 35DE,wind < onshore < onshore_c,none,none,capaConv,0.0007132352103154486,
40th < 2040,EU < DE < de < 36DE,wind < onshore < onshore_c,none,none,capaConv,6.506091407721319,
40th < 2040,EU < DE < de < 37DE,wind < onshore < onshore_c,none,none,capaConv,8.774001189535917e-5,
40th < 2040,EU < DE < de < 31DE,networkHeat < largeWaterTank,none,1,capaStOut,0.0059112678192729485,
40th < 2040,EU < DE < de < 32DE,networkHeat < largeWaterTank,none,1,capaStOut,0.005058141668748058,
40th < 2040,EU < DE < de < 33DE,networkHeat < largeWaterTank,none,1,capaStOut,0.006302782782035726,
40th < 2040,EU < DE < de < 34DE,networkHeat < largeWaterTank,none,1,capaStOut,0.0073162289212795545,
40th < 2040,EU < DE < de < 35DE,networkHeat < largeWaterTank,none,1,capaStOut,0.0058386691982423005,
40th < 2040,EU < DE < de < 36DE,networkHeat < largeWaterTank,none,1,capaStOut,0.004948557806348289,
40th < 2040,EU < DE < de < 37DE,networkHeat < largeWaterTank,none,1,capaStOut,0.004109607526312356,
40th < 2040,EU < DE < de < 31DE,networkHeat < largeWaterTank,none,1,capaStSize,0.3567144373923414,
40th < 2040,EU < DE < de < 32DE,networkHeat < largeWaterTank,none,1,capaStSize,0.3052326869263965,
40th < 2040,EU < DE < de < 33DE,networkHeat < largeWaterTank,none,1,capaStSize,0.3803403403191664,
40th < 2040,EU < DE < de < 34DE,networkHeat < largeWaterTank,none,1,capaStSize,0.4414965728635864,
40th < 2040,EU < DE < de < 35DE,networkHeat < largeWaterTank,none,1,capaStSize,0.3523334861229752,
40th < 2040,EU < DE < de < 36DE,networkHeat < largeWaterTank,none,1,capaStSize,0.2986198676432361,
40th < 2040,EU < DE < de < 37DE,networkHeat < largeWaterTank,none,1,capaStSize,0.24799355763788553,
40th < 2040,EU < DE < de < 31DE,networkHeat < largeWaterTank,none,1,expStSize,0.3567144373923414,
40th < 2040,EU < DE < de < 32DE,networkHeat < largeWaterTank,none,1,expStSize,0.3052326869263965,
40th < 2040,EU < DE < de < 33DE,networkHeat < largeWaterTank,none,1,expStSize,0.3803403403191664,
40th < 2040,EU < DE < de < 34DE,networkHeat < largeWaterTank,none,1,expStSize,0.4414965728635864,
40th < 2040,EU < DE < de < 35DE,networkHeat < largeWaterTank,none,1,expStSize,0.35233348612297516,
40th < 2040,EU < DE < de < 36DE,networkHeat < largeWaterTank,none,1,expStSize,0.29861986764323606,
40th < 2040,EU < DE < de < 37DE,networkHeat < largeWaterTank,none,1,expStSize,0.24799355763788553,
40th < 2040,EU < DE < de < 31DE,networkHeat < largeWaterTank,none,1,expStOut,0.005911267819272949,
40th < 2040,EU < DE < de < 32DE,networkHeat < largeWaterTank,none,1,expStOut,0.005058141668748059,
40th < 2040,EU < DE < de < 33DE,networkHeat < largeWaterTank,none,1,expStOut,0.006302782782035727,
40th < 2040,EU < DE < de < 34DE,networkHeat < largeWaterTank,none,1,expStOut,0.007316228921279555,
40th < 2040,EU < DE < de < 35DE,networkHeat < largeWaterTank,none,1,expStOut,0.005838669198242302,
40th < 2040,EU < DE < de < 36DE,networkHeat < largeWaterTank,none,1,expStOut,0.0049485578063482895,
40th < 2040,EU < DE < de < 37DE,networkHeat < largeWaterTank,none,1,expStOut,0.004109607526312356,
40th < 2040,EU < DE < de < 31DE,networkHeat < largeWaterTank,none,1,capaStIn,0.0059112678192729485,
40th < 2040,EU < DE < de < 32DE,networkHeat < largeWaterTank,none,1,capaStIn,0.005058141668748058,
40th < 2040,EU < DE < de < 33DE,networkHeat < largeWaterTank,none,1,capaStIn,0.006302782782035726,
40th < 2040,EU < DE < de < 34DE,networkHeat < largeWaterTank,none,1,capaStIn,0.0073162289212795545,
40th < 2040,EU < DE < de < 35DE,networkHeat < largeWaterTank,none,1,capaStIn,0.0058386691982423005,
40th < 2040,EU < DE < de < 36DE,networkHeat < largeWaterTank,none,1,capaStIn,0.004948557806348289,
40th < 2040,EU < DE < de < 37DE,networkHeat < largeWaterTank,none,1,capaStIn,0.004109607526312356,
40th < 2040,EU < DE < de < 31DE,networkHeat < largeWaterTank,none,1,expStIn,0.005911267819272949,
40th < 2040,EU < DE < de < 32DE,networkHeat < largeWaterTank,none,1,expStIn,0.005058141668748059,
40th < 2040,EU < DE < de < 33DE,networkHeat < largeWaterTank,none,1,expStIn,0.006302782782035727,
40th < 2040,EU < DE < de < 34DE,networkHeat < largeWaterTank,none,1,expStIn,0.007316228921279555,
40th < 2040,EU < DE < de < 35DE,networkHeat < largeWaterTank,none,1,expStIn,0.005838669198242302,
40th < 2040,EU < DE < de < 36DE,networkHeat < largeWaterTank,none,1,expStIn,0.0049485578063482895,
40th < 2040,EU < DE < de < 37DE,networkHeat < largeWaterTank,none,1,expStIn,0.004109607526312356,
40th < 2040,EU < DE < de < 31DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStOut,24.386098417377664,
40th < 2040,EU < DE < de < 32DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStOut,22.22934219802636,
40th < 2040,EU < DE < de < 33DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStOut,31.404676431051186,
40th < 2040,EU < DE < de < 34DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStOut,21.82590899388043,
40th < 2040,EU < DE < de < 35DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStOut,23.256618365316132,
40th < 2040,EU < DE < de < 31DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStSize,7918.3085115986405,
40th < 2040,EU < DE < de < 32DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStSize,6779.328773956548,
40th < 2040,EU < DE < de < 33DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStSize,8334.2260420818,
40th < 2040,EU < DE < de < 34DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStSize,5826.3613721310585,
40th < 2040,EU < DE < de < 35DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStSize,6111.598089791864,
40th < 2040,EU < DE < de < 31DE,powerToX < h2Storage < h2StorageCavern,none,1,expStSize,7918.30851159864,
40th < 2040,EU < DE < de < 32DE,powerToX < h2Storage < h2StorageCavern,none,1,expStSize,6779.328773956548,
40th < 2040,EU < DE < de < 33DE,powerToX < h2Storage < h2StorageCavern,none,1,expStSize,8334.2260420818,
40th < 2040,EU < DE < de < 34DE,powerToX < h2Storage < h2StorageCavern,none,1,expStSize,5826.3613721310585,
40th < 2040,EU < DE < de < 35DE,powerToX < h2Storage < h2StorageCavern,none,1,expStSize,6111.598089791864,
40th < 2040,EU < DE < de < 31DE,powerToX < h2Storage < h2StorageCavern,none,1,expStOut,24.38609841737766,
40th < 2040,EU < DE < de < 32DE,powerToX < h2Storage < h2StorageCavern,none,1,expStOut,22.22934219802636,
40th < 2040,EU < DE < de < 33DE,powerToX < h2Storage < h2StorageCavern,none,1,expStOut,31.404676431051186,
40th < 2040,EU < DE < de < 34DE,powerToX < h2Storage < h2StorageCavern,none,1,expStOut,21.82590899388043,
40th < 2040,EU < DE < de < 35DE,powerToX < h2Storage < h2StorageCavern,none,1,expStOut,23.25661836531613,
40th < 2040,EU < DE < de < 31DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStIn,8.348486289540457,
40th < 2040,EU < DE < de < 32DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStIn,5.6706175482270424,
40th < 2040,EU < DE < de < 33DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStIn,11.896602692011855,
40th < 2040,EU < DE < de < 34DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStIn,5.14254532806838,
40th < 2040,EU < DE < de < 35DE,powerToX < h2Storage < h2StorageCavern,none,1,capaStIn,7.737476182663886,
40th < 2040,EU < DE < de < 31DE,powerToX < h2Storage < h2StorageCavern,none,1,expStIn,8.348486289540457,
40th < 2040,EU < DE < de < 32DE,powerToX < h2Storage < h2StorageCavern,none,1,expStIn,5.6706175482270424,
40th < 2040,EU < DE < de < 33DE,powerToX < h2Storage < h2StorageCavern,none,1,expStIn,11.896602692011855,
40th < 2040,EU < DE < de < 34DE,powerToX < h2Storage < h2StorageCavern,none,1,expStIn,5.14254532806838,
40th < 2040,EU < DE < de < 35DE,powerToX < h2Storage < h2StorageCavern,none,1,expStIn,7.737476182663885,
40th < 2040,EU < DE < de < 31DE,solar < rooftopResi_a < pvResi_a,none,none,expConv,5.6384707478987125e-5,
40th < 2040,EU < DE < de < 32DE,solar < rooftopResi_a < pvResi_a,none,none,expConv,6.792356584766964e-5,
40th < 2040,EU < DE < de < 33DE,solar < rooftopResi_a < pvResi_a,none,none,expConv,6.960341274272367e-5,
40th < 2040,EU < DE < de < 34DE,solar < rooftopResi_a < pvResi_a,none,none,expConv,6.290270615566327e-5,
40th < 2040,EU < DE < de < 35DE,solar < rooftopResi_a < pvResi_a,none,none,expConv,8.317712405560209e-5,
40th < 2040,EU < DE < de < 36DE,solar < rooftopResi_a < pvResi_a,none,none,expConv,9.724622531427231e-5,
40th < 2040,EU < DE < de < 37DE,solar < rooftopResi_a < pvResi_a,none,none,expConv,8.756049768334265e-5,
40th < 2040,EU < DE < de < 31DE,solar < rooftopResi_a < pvResi_a,none,none,capaConv,5.6384707478987125e-5,
40th < 2040,EU < DE < de < 32DE,solar < rooftopResi_a < pvResi_a,none,none,capaConv,6.792356584766964e-5,
40th < 2040,EU < DE < de < 33DE,solar < rooftopResi_a < pvResi_a,none,none,capaConv,6.960341274272367e-5,
40th < 2040,EU < DE < de < 34DE,solar < rooftopResi_a < pvResi_a,none,none,capaConv,6.290270615566326e-5,
40th < 2040,EU < DE < de < 35DE,solar < rooftopResi_a < pvResi_a,none,none,capaConv,8.317712405560207e-5,
40th < 2040,EU < DE < de < 36DE,solar < rooftopResi_a < pvResi_a,none,none,capaConv,9.724622531427231e-5,
40th < 2040,EU < DE < de < 37DE,solar < rooftopResi_a < pvResi_a,none,none,capaConv,8.756049768334267e-5,
40th < 2040,EU < DE < de < 31DE,solar < rooftopResi_b < pvResi_b,none,none,expConv,7.617429119611066e-5,
40th < 2040,EU < DE < de < 32DE,solar < rooftopResi_b < pvResi_b,none,none,expConv,7.048239784060651e-5,
40th < 2040,EU < DE < de < 33DE,solar < rooftopResi_b < pvResi_b,none,none,expConv,8.27690871884115e-5,
40th < 2040,EU < DE < de < 34DE,solar < rooftopResi_b < pvResi_b,none,none,expConv,8.01138794965061e-5,
40th < 2040,EU < DE < de < 35DE,solar < rooftopResi_b < pvResi_b,none,none,expConv,7.777131991585315e-5,
40th < 2040,EU < DE < de < 36DE,solar < rooftopResi_b < pvResi_b,none,none,expConv,0.00011019016412027439,
40th < 2040,EU < DE < de < 37DE,solar < rooftopResi_b < pvResi_b,none,none,expConv,9.960996018359043e-5,
40th < 2040,EU < DE < de < 31DE,solar < rooftopResi_b < pvResi_b,none,none,capaConv,7.617429119611066e-5,
40th < 2040,EU < DE < de < 32DE,solar < rooftopResi_b < pvResi_b,none,none,capaConv,7.048239784060651e-5,
40th < 2040,EU < DE < de < 33DE,solar < rooftopResi_b < pvResi_b,none,none,capaConv,8.27690871884115e-5,
40th < 2040,EU < DE < de < 34DE,solar < rooftopResi_b < pvResi_b,none,none,capaConv,8.01138794965061e-5,
40th < 2040,EU < DE < de < 35DE,solar < rooftopResi_b < pvResi_b,none,none,capaConv,7.777131991585314e-5,
40th < 2040,EU < DE < de < 36DE,solar < rooftopResi_b < pvResi_b,none,none,capaConv,0.00011019016412027438,
40th < 2040,EU < DE < de < 37DE,solar < rooftopResi_b < pvResi_b,none,none,capaConv,9.960996018359045e-5,
40th < 2040,EU < DE < de,stock < power < reservoir,none,1,capaStOut,1.2950000000000002,
40th < 2040,EU < DE < de,stock < power < reservoir,none,1,capaStSize,257.65000000000003,
40th < 2040,EU < DE < de < 31DE,powerToX < pefc,none,none,expConv,2.6954959235168692e-5,
40th < 2040,EU < DE < de < 32DE,powerToX < pefc,none,none,expConv,2.5994665288198347e-5,
40th < 2040,EU < DE < de < 33DE,powerToX < pefc,none,none,expConv,2.7655270768741947e-5,
40th < 2040,EU < DE < de < 34DE,powerToX < pefc,none,none,expConv,2.614101817819977e-5,
40th < 2040,EU < DE < de < 35DE,powerToX < pefc,none,none,expConv,2.7054515034295887e-5,
40th < 2040,EU < DE < de < 36DE,powerToX < pefc,none,none,expConv,1.558516239398786e-5,
40th < 2040,EU < DE < de < 37DE,powerToX < pefc,none,none,expConv,1.6013301854795493e-5,
40th < 2040,EU < DE < de < 31DE,powerToX < pefc,none,none,capaConv,2.6954959235168696e-5,
40th < 2040,EU < DE < de < 32DE,powerToX < pefc,none,none,capaConv,2.5994665288198347e-5,
40th < 2040,EU < DE < de < 33DE,powerToX < pefc,none,none,capaConv,2.765527076874195e-5,
40th < 2040,EU < DE < de < 34DE,powerToX < pefc,none,none,capaConv,2.614101817819977e-5,
40th < 2040,EU < DE < de < 35DE,powerToX < pefc,none,none,capaConv,2.7054515034295887e-5,
40th < 2040,EU < DE < de < 36DE,powerToX < pefc,none,none,capaConv,1.5585162393987862e-5,
40th < 2040,EU < DE < de < 37DE,powerToX < pefc,none,none,capaConv,1.6013301854795493e-5,
40th < 2040,EU < DE < de < 31DE,wind < onshore < onshore_b,none,none,expConv,24.427599996700437,
40th < 2040,EU < DE < de < 32DE,wind < onshore < onshore_b,none,none,expConv,19.455836319770413,
40th < 2040,EU < DE < de < 33DE,wind < onshore < onshore_b,none,none,expConv,24.534870588185594,
40th < 2040,EU < DE < de < 34DE,wind < onshore < onshore_b,none,none,expConv,0.001147831191304049,
40th < 2040,EU < DE < de < 35DE,wind < onshore < onshore_b,none,none,expConv,6.556181696362298,
40th < 2040,EU < DE < de < 36DE,wind < onshore < onshore_b,none,none,expConv,5.27444723759012,
40th < 2040,EU < DE < de < 37DE,wind < onshore < onshore_b,none,none,expConv,7.910553281431487,
40th < 2040,EU < DE < de < 31DE,wind < onshore < onshore_b,none,none,capaConv,24.42759999670044,
40th < 2040,EU < DE < de < 32DE,wind < onshore < onshore_b,none,none,capaConv,19.455836319770413,
40th < 2040,EU < DE < de < 33DE,wind < onshore < onshore_b,none,none,capaConv,24.53487058818559,
40th < 2040,EU < DE < de < 34DE,wind < onshore < onshore_b,none,none,capaConv,0.001147831191304049,
40th < 2040,EU < DE < de < 35DE,wind < onshore < onshore_b,none,none,capaConv,6.556181696362298,
40th < 2040,EU < DE < de < 36DE,wind < onshore < onshore_b,none,none,capaConv,5.27444723759012,
40th < 2040,EU < DE < de < 37DE,wind < onshore < onshore_b,none,none,capaConv,7.910553281431487,
40th < 2040,EU < DE < de < 31DE,ocgt < ocgtH2,none,none,expConv,11.092184306273742,
40th < 2040,EU < DE < de < 32DE,ocgt < ocgtH2,none,none,expConv,10.314090319472804,
40th < 2040,EU < DE < de < 33DE,ocgt < ocgtH2,none,none,expConv,12.438200759618372,
40th < 2040,EU < DE < de < 34DE,ocgt < ocgtH2,none,none,expConv,10.092241640995002,
40th < 2040,EU < DE < de < 35DE,ocgt < ocgtH2,none,none,expConv,10.482211857703456,
40th < 2040,EU < DE < de < 36DE,ocgt < ocgtH2,none,none,expConv,3.35857531128741,
40th < 2040,EU < DE < de < 37DE,ocgt < ocgtH2,none,none,expConv,3.3582266609650935,
40th < 2040,EU < DE < de < 31DE,ocgt < ocgtH2,none,none,capaConv,11.092184306273742,
40th < 2040,EU < DE < de < 32DE,ocgt < ocgtH2,none,none,capaConv,10.314090319472804,
40th < 2040,EU < DE < de < 33DE,ocgt < ocgtH2,none,none,capaConv,12.438200759618372,
40th < 2040,EU < DE < de < 34DE,ocgt < ocgtH2,none,none,capaConv,10.092241640995002,
40th < 2040,EU < DE < de < 35DE,ocgt < ocgtH2,none,none,capaConv,10.482211857703454,
40th < 2040,EU < DE < de < 36DE,ocgt < ocgtH2,none,none,capaConv,3.35857531128741,
40th < 2040,EU < DE < de < 37DE,ocgt < ocgtH2,none,none,capaConv,3.3582266609650935,
40th < 2040,EU < DE < de < 31DE,miscSpaceHeat < resistiveHeatSpace,none,none,expConv,3.412053929402593e-5,
40th < 2040,EU < DE < de < 32DE,miscSpaceHeat < resistiveHeatSpace,none,none,expConv,3.538495031299186e-5,
40th < 2040,EU < DE < de < 33DE,miscSpaceHeat < resistiveHeatSpace,none,none,expConv,5.358010223338348e-5,
40th < 2040,EU < DE < de < 34DE,miscSpaceHeat < resistiveHeatSpace,none,none,expConv,3.538816272837615e-5,
40th < 2040,EU < DE < de < 35DE,miscSpaceHeat < resistiveHeatSpace,none,none,expConv,5.080554147333535e-5,
40th < 2040,EU < DE < de < 36DE,miscSpaceHeat < resistiveHeatSpace,none,none,expConv,4.94405464440364e-5,
40th < 2040,EU < DE < de < 37DE,miscSpaceHeat < resistiveHeatSpace,none,none,expConv,3.471007386646897e-5,
40th < 2040,EU < DE < de < 33DE,miscSpaceHeat < resistiveHeatSpace,none,1,capaStOut,1.3505020674786673e-5,
40th < 2040,EU < DE < de < 35DE,miscSpaceHeat < resistiveHeatSpace,none,1,capaStOut,1.3795086716163058e-5,
40th < 2040,EU < DE < de < 36DE,miscSpaceHeat < resistiveHeatSpace,none,1,capaStOut,1.4287063349150826e-5,
40th < 2040,EU < DE < de < 33DE,miscSpaceHeat < resistiveHeatSpace,none,1,expStOut,1.3505020674786675e-5,
40th < 2040,EU < DE < de < 35DE,miscSpaceHeat < resistiveHeatSpace,none,1,expStOut,1.3795086716163058e-5,
