timestep_3,region_1,technology_1,parameter,value
d277,BE,wind,avaConv,0.0
d278,BE,wind,avaConv,0.0
d279,BE,wind,avaConv,0.0
d280,BE,wind,avaConv,0.0
d281,BE,wind,avaConv,0.0
d282,BE,wind,avaConv,0.0
d283,BE,wind,avaConv,0.0
d284,BE,wind,avaConv,0.0
d285,BE,wind,avaConv,0.040586111111111114
d286,BE,wind,avaConv,0.11330034722222222
d287,BE,wind,avaConv,0.0
d288,BE,wind,avaConv,0.0
d289,BE,wind,avaConv,0.0
d290,BE,wind,avaConv,0.025532569444444445
d291,BE,wind,avaConv,0.017236041666666667
d292,BE,wind,avaConv,0.02204708333333333
d293,BE,wind,avaConv,0.0027172222222222224
d294,BE,wind,avaConv,0.07472833333333333
d295,BE,wind,avaConv,0.00203
d296,BE,wind,avaConv,0.032388888888888884
d297,BE,wind,avaConv,0.0
d298,BE,wind,avaConv,0.00308125
d299,BE,wind,avaConv,0.0
d300,BE,wind,avaConv,0.0
d301,BE,wind,avaConv,0.0
d302,BE,wind,avaConv,0.027213472222222222
d303,BE,wind,avaConv,0.06664701388888888
d304,BE,wind,avaConv,0.006270486111111111
d305,BE,wind,avaConv,0.0
d306,BE,wind,avaConv,0.0
d307,BE,wind,avaConv,0.0
d308,BE,wind,avaConv,0.004128541666666666
d309,BE,wind,avaConv,0.09938833333333331
d310,BE,wind,avaConv,0.6736352083333332
d311,BE,wind,avaConv,0.4795607638888889
d312,BE,wind,avaConv,0.01654
d313,BE,wind,avaConv,0.009764583333333333
d314,BE,wind,avaConv,0.0
d315,BE,wind,avaConv,0.0024408333333333335
d316,BE,wind,avaConv,0.07933298611111111
d317,BE,wind,avaConv,0.5379699305555555
d318,BE,wind,avaConv,0.003074027777777778
d319,BE,wind,avaConv,0.0
d320,BE,wind,avaConv,0.0
d321,BE,wind,avaConv,0.0
d322,BE,wind,avaConv,0.0
d323,BE,wind,avaConv,0.004401458333333333
d324,BE,wind,avaConv,0.10408604166666666
d325,BE,wind,avaConv,0.0027929166666666666
d326,BE,wind,avaConv,0.20360590277777776
d327,BE,wind,avaConv,0.021681597222222224
d328,BE,wind,avaConv,0.11364125
d329,BE,wind,avaConv,0.0
d330,BE,wind,avaConv,0.0029827777777777778
d331,BE,wind,avaConv,0.3932240972222222
d332,BE,wind,avaConv,0.7249711111111111
d333,BE,wind,avaConv,0.9285259027777777
d334,BE,wind,avaConv,0.7500400694444445
d335,BE,wind,avaConv,0.40476937500000004
d336,BE,wind,avaConv,0.518010486111111
d337,BE,wind,avaConv,0.5173583333333334
d338,BE,wind,avaConv,0.5777318055555556
d339,BE,wind,avaConv,0.2972059722222223
d340,BE,wind,avaConv,0.39135416666666667
d341,BE,wind,avaConv,0.43171361111111106
d342,BE,wind,avaConv,0.6555400694444444
d343,BE,wind,avaConv,0.0673751388888889
d344,BE,wind,avaConv,0.26200125
d345,BE,wind,avaConv,0.36720624999999996
d346,BE,wind,avaConv,0.16326590277777778
d347,BE,wind,avaConv,0.0
d348,BE,wind,avaConv,0.0
d349,BE,wind,avaConv,0.0014379166666666666
d350,BE,wind,avaConv,0.06781256944444444
d351,BE,wind,avaConv,0.4689184722222222
d352,BE,wind,avaConv,0.2671470833333333
d353,BE,wind,avaConv,0.5208826388888889
d354,BE,wind,avaConv,0.36705055555555555
d355,BE,wind,avaConv,0.8958511111111112
d356,BE,wind,avaConv,0.49384576388888884
d357,BE,wind,avaConv,0.3225034722222222
d358,BE,wind,avaConv,0.3375859722222222
d359,BE,wind,avaConv,0.706635
d360,BE,wind,avaConv,0.7619864583333333
d361,BE,wind,avaConv,0.19062645833333333
d362,BE,wind,avaConv,0.025627986111111115
d363,BE,wind,avaConv,0.39336631944444445
d364,BE,wind,avaConv,0.5155707638888889
d365,BE,wind,avaConv,0.6584373611111112
d001,CH,wind,avaConv,0.0012412878787878786
d002,CH,wind,avaConv,0.0
d003,CH,wind,avaConv,0.0
d004,CH,wind,avaConv,0.0
d005,CH,wind,avaConv,0.0
d006,CH,wind,avaConv,0.0
d007,CH,wind,avaConv,0.002847032828282828
d008,CH,wind,avaConv,0.026153409090909095
d009,CH,wind,avaConv,0.0
d010,CH,wind,avaConv,0.0
d011,CH,wind,avaConv,0.011173169191919192
d012,CH,wind,avaConv,0.03171439393939394
d013,CH,wind,avaConv,0.08059551767676768
d014,CH,wind,avaConv,0.04226761363636364
d015,CH,wind,avaConv,0.17064337121212123
d016,CH,wind,avaConv,0.002043497474747475
d017,CH,wind,avaConv,0.0
d018,CH,wind,avaConv,0.0
d019,CH,wind,avaConv,0.0
d020,CH,wind,avaConv,0.0
d021,CH,wind,avaConv,0.005860290404040404
d022,CH,wind,avaConv,0.016416856060606062
d023,CH,wind,avaConv,0.005020454545454545
d024,CH,wind,avaConv,0.0
d025,CH,wind,avaConv,0.00014280303030303032
d026,CH,wind,avaConv,0.019894444444444444
d027,CH,wind,avaConv,0.08054608585858586
d028,CH,wind,avaConv,0.14457386363636363
d029,CH,wind,avaConv,0.05678440656565656
d030,CH,wind,avaConv,0.04000978535353535
d031,CH,wind,avaConv,0.0002196969696969697
d032,CH,wind,avaConv,0.004332133838383838
d033,CH,wind,avaConv,0.05311755050505051
d034,CH,wind,avaConv,0.21904450757575758
d035,CH,wind,avaConv,0.11082550505050505
d036,CH,wind,avaConv,0.04275176767676768
d037,CH,wind,avaConv,0.02500353535353535
d038,CH,wind,avaConv,0.010939520202020202
d039,CH,wind,avaConv,0.004842929292929293
d040,CH,wind,avaConv,0.0059828914141414145
d041,CH,wind,avaConv,0.010589646464646465
d042,CH,wind,avaConv,0.028223421717171716
d043,CH,wind,avaConv,0.0
d044,CH,wind,avaConv,0.0
d045,CH,wind,avaConv,0.00989034090909091
d046,CH,wind,avaConv,0.02826502525252525
d047,CH,wind,avaConv,0.016966540404040404
d048,CH,wind,avaConv,0.07830568181818182
d049,CH,wind,avaConv,0.11127897727272726
d050,CH,wind,avaConv,0.00677260101010101
d051,CH,wind,avaConv,0.05339854797979798
d052,CH,wind,avaConv,0.11119109848484848
d053,CH,wind,avaConv,0.09792108585858586
d054,CH,wind,avaConv,0.1744723484848485
d055,CH,wind,avaConv,0.21999179292929294
d056,CH,wind,avaConv,0.2097935606060606
d057,CH,wind,avaConv,0.12847001262626262
d058,CH,wind,avaConv,0.268891351010101
d059,CH,wind,avaConv,0.28309823232323233
d060,CH,wind,avaConv,0.0682852904040404
d061,CH,wind,avaConv,0.051633143939393944
d062,CH,wind,avaConv,0.011886363636363636
d063,CH,wind,avaConv,0.041524431818181815
d064,CH,wind,avaConv,0.009652651515151515
d065,CH,wind,avaConv,0.001241287878787879
d066,CH,wind,avaConv,0.3382760732323232
d067,CH,wind,avaConv,0.318332196969697
d068,CH,wind,avaConv,0.23506584595959595
d069,CH,wind,avaConv,0.08862001262626264
d070,CH,wind,avaConv,0.0028016414141414144
d071,CH,wind,avaConv,0.0
d072,CH,wind,avaConv,0.0
d073,CH,wind,avaConv,0.00016477272727272727
d074,CH,wind,avaConv,0.04540555555555555
d075,CH,wind,avaConv,0.03489993686868687
d076,CH,wind,avaConv,0.1324721590909091
d077,CH,wind,avaConv,6.59090909090909e-5
d078,CH,wind,avaConv,0.08674406565656566
d079,CH,wind,avaConv,0.0014280303030303032
d080,CH,wind,avaConv,0.06611950757575757
d081,CH,wind,avaConv,0.18473661616161619
d082,CH,wind,avaConv,0.2397522095959596
d083,CH,wind,avaConv,0.001498611111111111
d084,CH,wind,avaConv,0.09682468434343433
d085,CH,wind,avaConv,0.13392897727272726
d086,CH,wind,avaConv,0.00012083333333333333
d087,CH,wind,avaConv,0.0
d088,CH,wind,avaConv,0.0
d089,CH,wind,avaConv,0.0
d090,CH,wind,avaConv,0.00703510101010101
d091,CH,wind,avaConv,0.002995454545454545
d092,CH,wind,avaConv,0.0
d093,CH,wind,avaConv,0.0
d094,CH,wind,avaConv,0.022562373737373735
d095,CH,wind,avaConv,0.007131060606060606
d096,CH,wind,avaConv,0.00877361111111111
d097,CH,wind,avaConv,0.02179905303030303
d098,CH,wind,avaConv,0.05662007575757576
d099,CH,wind,avaConv,0.08651931818181818
d100,CH,wind,avaConv,0.04716906565656566
d101,CH,wind,avaConv,0.14239103535353537
d102,CH,wind,avaConv,0.023830618686868688
d103,CH,wind,avaConv,0.0039438762626262626
d104,CH,wind,avaConv,0.0011631944444444443
d105,CH,wind,avaConv,0.0
d106,CH,wind,avaConv,0.0
d107,CH,wind,avaConv,0.0
d108,CH,wind,avaConv,0.0
d109,CH,wind,avaConv,0.0032381944444444446
d110,CH,wind,avaConv,0.010412752525252526
d111,CH,wind,avaConv,0.0
d112,CH,wind,avaConv,0.029720328282828282
d113,CH,wind,avaConv,0.0
d114,CH,wind,avaConv,0.002131060606060606
d115,CH,wind,avaConv,0.02499861111111111
d116,CH,wind,avaConv,0.008462310606060605
d117,CH,wind,avaConv,0.046567613636363636
d118,CH,wind,avaConv,0.0004393939393939393
d119,CH,wind,avaConv,0.0
d120,CH,wind,avaConv,0.06324570707070706
d121,CH,wind,avaConv,0.1555552398989899
d122,CH,wind,avaConv,0.07975984848484849
d123,CH,wind,avaConv,7.68939393939394e-5
d124,CH,wind,avaConv,0.0
d125,CH,wind,avaConv,0.0
d126,CH,wind,avaConv,0.0
d127,CH,wind,avaConv,0.0
d128,CH,wind,avaConv,0.013480366161616162
d129,CH,wind,avaConv,0.10560505050505051
d130,CH,wind,avaConv,0.0894506313131313
d131,CH,wind,avaConv,0.01859084595959596
d132,CH,wind,avaConv,0.03535
d133,CH,wind,avaConv,0.01564867424242424
d134,CH,wind,avaConv,0.19332367424242425
d135,CH,wind,avaConv,0.09465656565656565
d136,CH,wind,avaConv,0.1274399621212121
d137,CH,wind,avaConv,0.015039330808080807
d138,CH,wind,avaConv,0.025631123737373737
d139,CH,wind,avaConv,0.0003734848484848485
d140,CH,wind,avaConv,0.0013511363636363636
d141,CH,wind,avaConv,0.0
d142,CH,wind,avaConv,0.0
d143,CH,wind,avaConv,0.0
d144,CH,wind,avaConv,0.0
d145,CH,wind,avaConv,0.0
d146,CH,wind,avaConv,0.0
d147,CH,wind,avaConv,0.0
d148,CH,wind,avaConv,0.0
d149,CH,wind,avaConv,0.0
d150,CH,wind,avaConv,0.0
d151,CH,wind,avaConv,0.0
d152,CH,wind,avaConv,0.0
d153,CH,wind,avaConv,0.0
d154,CH,wind,avaConv,0.0005602272727272728
d155,CH,wind,avaConv,0.0
d156,CH,wind,avaConv,0.0
d157,CH,wind,avaConv,0.0
d158,CH,wind,avaConv,0.0
d159,CH,wind,avaConv,0.0
d160,CH,wind,avaConv,0.02805606060606061
d161,CH,wind,avaConv,0.010666414141414142
d162,CH,wind,avaConv,0.0
d163,CH,wind,avaConv,0.0
d164,CH,wind,avaConv,0.0
d165,CH,wind,avaConv,0.0
d166,CH,wind,avaConv,0.0
d167,CH,wind,avaConv,0.0
d168,CH,wind,avaConv,0.0
d169,CH,wind,avaConv,0.0008678030303030303
d170,CH,wind,avaConv,0.0
d171,CH,wind,avaConv,0.0
d172,CH,wind,avaConv,0.0008678030303030304
d173,CH,wind,avaConv,0.0004943181818181818
d174,CH,wind,avaConv,0.0012742424242424243
d175,CH,wind,avaConv,0.0
d176,CH,wind,avaConv,0.0
d177,CH,wind,avaConv,0.006655492424242424
d178,CH,wind,avaConv,0.004126578282828282
d179,CH,wind,avaConv,0.005025252525252525
d180,CH,wind,avaConv,0.007870391414141415
d181,CH,wind,avaConv,0.0005053030303030303
d182,CH,wind,avaConv,0.0
d183,CH,wind,avaConv,0.0
d184,CH,wind,avaConv,0.0029583964646464644
d185,CH,wind,avaConv,0.0
d186,CH,wind,avaConv,0.0
d187,CH,wind,avaConv,0.008496022727272729
d188,CH,wind,avaConv,0.005173863636363636
d189,CH,wind,avaConv,0.002372727272727273
d190,CH,wind,avaConv,0.001878409090909091
d191,CH,wind,avaConv,0.01138661616161616
d192,CH,wind,avaConv,0.021206186868686867
d193,CH,wind,avaConv,0.007129987373737373
d194,CH,wind,avaConv,0.11508175505050505
d195,CH,wind,avaConv,0.04717462121212121
d196,CH,wind,avaConv,0.03873914141414141
d197,CH,wind,avaConv,0.02932967171717172
d198,CH,wind,avaConv,0.026682575757575756
d199,CH,wind,avaConv,0.000384469696969697
d200,CH,wind,avaConv,0.024634785353535353
d201,CH,wind,avaConv,0.022724179292929293
d202,CH,wind,avaConv,0.0021200757575757572
d203,CH,wind,avaConv,0.01636982323232323
d204,CH,wind,avaConv,0.0
d205,CH,wind,avaConv,0.0
d206,CH,wind,avaConv,0.0029219696969696968
d207,CH,wind,avaConv,0.0009227272727272727
d208,CH,wind,avaConv,0.0
d209,CH,wind,avaConv,0.0
d210,CH,wind,avaConv,0.0011204545454545454
d211,CH,wind,avaConv,0.0016236742424242424
d212,CH,wind,avaConv,0.0
d213,CH,wind,avaConv,0.008774368686868686
d214,CH,wind,avaConv,0.039703851010101016
d215,CH,wind,avaConv,0.030161994949494952
d216,CH,wind,avaConv,0.007851578282828283
d217,CH,wind,avaConv,0.00014280303030303032
d218,CH,wind,avaConv,0.00695189393939394
d219,CH,wind,avaConv,5.492424242424243e-5
d220,CH,wind,avaConv,0.004547727272727272
d221,CH,wind,avaConv,0.010334280303030303
d222,CH,wind,avaConv,0.0011204545454545454
d223,CH,wind,avaConv,0.0002965909090909091
d224,CH,wind,avaConv,0.0
d225,CH,wind,avaConv,0.0
d226,CH,wind,avaConv,0.0
d227,CH,wind,avaConv,0.0
d228,CH,wind,avaConv,0.0
d229,CH,wind,avaConv,0.0
d230,CH,wind,avaConv,0.0
d231,CH,wind,avaConv,0.0
d232,CH,wind,avaConv,0.0
d233,CH,wind,avaConv,0.0
d234,CH,wind,avaConv,0.0
d235,CH,wind,avaConv,0.0
d236,CH,wind,avaConv,0.0
d237,CH,wind,avaConv,0.0
d238,CH,wind,avaConv,0.00018674242424242425
d239,CH,wind,avaConv,0.0
d240,CH,wind,avaConv,0.007950757575757576
d241,CH,wind,avaConv,0.00915669191919192
d242,CH,wind,avaConv,0.01530056818181818
d243,CH,wind,avaConv,0.069797601010101
d244,CH,wind,avaConv,0.026625820707070706
d245,CH,wind,avaConv,0.0037583964646464643
d246,CH,wind,avaConv,0.0
d247,CH,wind,avaConv,0.09188806818181819
d248,CH,wind,avaConv,0.01501010101010101
d249,CH,wind,avaConv,0.0
d250,CH,wind,avaConv,0.0
d251,CH,wind,avaConv,0.0
d252,CH,wind,avaConv,0.06504292929292929
d253,CH,wind,avaConv,0.0017136363636363636
d254,CH,wind,avaConv,0.0004613636363636363
d255,CH,wind,avaConv,0.0229592803030303
d256,CH,wind,avaConv,0.0023436868686868687
d257,CH,wind,avaConv,0.0
d258,CH,wind,avaConv,0.0
d259,CH,wind,avaConv,0.0
d260,CH,wind,avaConv,0.0
d261,CH,wind,avaConv,0.0019433080808080809
d262,CH,wind,avaConv,0.0
d263,CH,wind,avaConv,0.0
d264,CH,wind,avaConv,0.003649368686868687
d265,CH,wind,avaConv,0.05718156565656565
d266,CH,wind,avaConv,0.17980170454545452
d267,CH,wind,avaConv,0.03994829545454545
d268,CH,wind,avaConv,0.04574880050505051
d269,CH,wind,avaConv,0.03609330808080807
d270,CH,wind,avaConv,0.0
d271,CH,wind,avaConv,0.0
d272,CH,wind,avaConv,0.0
d273,CH,wind,avaConv,0.0
d274,CH,wind,avaConv,0.0
d275,CH,wind,avaConv,0.0
d276,CH,wind,avaConv,0.0
d277,CH,wind,avaConv,0.0
d278,CH,wind,avaConv,0.0
d279,CH,wind,avaConv,0.0
d280,CH,wind,avaConv,0.0
d281,CH,wind,avaConv,0.0
d282,CH,wind,avaConv,0.0
d283,CH,wind,avaConv,0.0
d284,CH,wind,avaConv,0.0
d285,CH,wind,avaConv,0.0
d286,CH,wind,avaConv,0.007242108585858586
d287,CH,wind,avaConv,0.0
d288,CH,wind,avaConv,0.0
d289,CH,wind,avaConv,8.787878787878787e-5
d290,CH,wind,avaConv,0.0
d291,CH,wind,avaConv,0.0002965909090909091
d292,CH,wind,avaConv,0.0
d293,CH,wind,avaConv,0.0
d294,CH,wind,avaConv,0.005817929292929292
d295,CH,wind,avaConv,0.0
d296,CH,wind,avaConv,0.0
d297,CH,wind,avaConv,0.0
d298,CH,wind,avaConv,0.0
d299,CH,wind,avaConv,0.0
d300,CH,wind,avaConv,0.0
d301,CH,wind,avaConv,0.0
d302,CH,wind,avaConv,0.0033746843434343437
d303,CH,wind,avaConv,0.01264861111111111
d304,CH,wind,avaConv,0.0
d305,CH,wind,avaConv,0.0
d306,CH,wind,avaConv,0.0
d307,CH,wind,avaConv,0.0
d308,CH,wind,avaConv,0.0016549873737373736
d309,CH,wind,avaConv,0.008929608585858586
d310,CH,wind,avaConv,0.06943964646464647
d311,CH,wind,avaConv,0.06356420454545454
d312,CH,wind,avaConv,0.04477203282828282
d313,CH,wind,avaConv,0.02085574494949495
d314,CH,wind,avaConv,0.0
d315,CH,wind,avaConv,0.0
d316,CH,wind,avaConv,0.0003734848484848485
d317,CH,wind,avaConv,0.16129255050505048
d318,CH,wind,avaConv,0.009627588383838384
d319,CH,wind,avaConv,0.0
d320,CH,wind,avaConv,0.0
d321,CH,wind,avaConv,0.0
d322,CH,wind,avaConv,0.0
d323,CH,wind,avaConv,0.0
d324,CH,wind,avaConv,0.0
d325,CH,wind,avaConv,0.0
d326,CH,wind,avaConv,0.02446193181818182
d327,CH,wind,avaConv,0.0
d328,CH,wind,avaConv,0.0
d329,CH,wind,avaConv,0.0
d330,CH,wind,avaConv,0.0006371212121212121
d331,CH,wind,avaConv,0.013130744949494948
d332,CH,wind,avaConv,0.18722070707070707
d333,CH,wind,avaConv,0.2377767676767677
d334,CH,wind,avaConv,0.2081471590909091
d335,CH,wind,avaConv,0.1690998106060606
d336,CH,wind,avaConv,0.22049027777777777
d337,CH,wind,avaConv,0.03952039141414142
d338,CH,wind,avaConv,0.033646275252525254
d339,CH,wind,avaConv,0.1694681818181818
d340,CH,wind,avaConv,0.12165858585858585
d341,CH,wind,avaConv,0.043443939393939396
d342,CH,wind,avaConv,0.07588914141414141
d343,CH,wind,avaConv,0.0
d344,CH,wind,avaConv,0.4538956439393939
d345,CH,wind,avaConv,0.17385650252525253
d346,CH,wind,avaConv,0.07320618686868686
d347,CH,wind,avaConv,0.002059469696969697
d348,CH,wind,avaConv,0.0
d349,CH,wind,avaConv,0.0
d350,CH,wind,avaConv,0.0
d351,CH,wind,avaConv,0.06324021464646465
d352,CH,wind,avaConv,0.0573721590909091
d353,CH,wind,avaConv,0.011143308080808082
d354,CH,wind,avaConv,0.33235429292929297
d355,CH,wind,avaConv,0.16453983585858586
d356,CH,wind,avaConv,0.2231274621212121
d357,CH,wind,avaConv,0.21883800505050507
d358,CH,wind,avaConv,0.058366351010101014
d359,CH,wind,avaConv,0.20481755050505052
d360,CH,wind,avaConv,0.1246322601010101
d361,CH,wind,avaConv,0.03164747474747475
d362,CH,wind,avaConv,0.0008458333333333334
d363,CH,wind,avaConv,0.020001641414141416
d364,CH,wind,avaConv,0.021542613636363638
d365,CH,wind,avaConv,0.05482184343434344
d001,DE,wind,avaConv,0.0009692796610169493
d002,DE,wind,avaConv,0.0
d003,DE,wind,avaConv,0.0
d004,DE,wind,avaConv,0.0015125941619585689
d005,DE,wind,avaConv,0.028963147363465162
d006,DE,wind,avaConv,0.10903013182674198
d007,DE,wind,avaConv,0.25737777777777776
d008,DE,wind,avaConv,0.08421989171374765
d009,DE,wind,avaConv,0.12124848163841809
d010,DE,wind,avaConv,0.19932627118644064
d011,DE,wind,avaConv,0.31395045903954805
d012,DE,wind,avaConv,0.5444020480225988
d013,DE,wind,avaConv,0.31057977871939735
d014,DE,wind,avaConv,0.5565601694915254
d015,DE,wind,avaConv,0.863612040960452
d016,DE,wind,avaConv,0.32980832156308854
d017,DE,wind,avaConv,0.07105699152542373
d018,DE,wind,avaConv,0.00013312146892655366
d019,DE,wind,avaConv,0.0
d020,DE,wind,avaConv,0.0004135710922787194
d021,DE,wind,avaConv,0.0023072857815442565
d022,DE,wind,avaConv,0.23380911016949152
d023,DE,wind,avaConv,0.5438305320150659
d024,DE,wind,avaConv,0.09812960216572504
d025,DE,wind,avaConv,0.02198363935969868
d026,DE,wind,avaConv,0.07246435969868173
d027,DE,wind,avaConv,0.2955441972693032
d028,DE,wind,avaConv,0.28873193267419967
d029,DE,wind,avaConv,0.1607718220338983
d030,DE,wind,avaConv,0.033012099811676084
d031,DE,wind,avaConv,0.02446415960451977
d032,DE,wind,avaConv,0.19512216337099814
d033,DE,wind,avaConv,0.289290524952919
d034,DE,wind,avaConv,0.1614781191148776
d035,DE,wind,avaConv,0.17762179849340867
d036,DE,wind,avaConv,0.21179086629001884
d037,DE,wind,avaConv,0.43150802730696797
d038,DE,wind,avaConv,0.6694771774952919
d039,DE,wind,avaConv,0.6995186440677966
d040,DE,wind,avaConv,0.5479454449152542
d041,DE,wind,avaConv,0.21772941384180788
d042,DE,wind,avaConv,0.030829319679849344
d043,DE,wind,avaConv,0.0016948564030131823
d044,DE,wind,avaConv,0.06102581214689266
d045,DE,wind,avaConv,0.19521513653483993
d046,DE,wind,avaConv,0.3083942561205273
d047,DE,wind,avaConv,0.4465223752354049
d048,DE,wind,avaConv,0.8098344161958568
d049,DE,wind,avaConv,0.2720198328625235
d050,DE,wind,avaConv,0.29457608286252357
d051,DE,wind,avaConv,0.6647391360640301
d052,DE,wind,avaConv,0.6952398069679848
d053,DE,wind,avaConv,0.5243456685499058
d054,DE,wind,avaConv,0.4128104519774012
d055,DE,wind,avaConv,0.7596223163841809
d056,DE,wind,avaConv,0.5230839689265536
d057,DE,wind,avaConv,0.8567743290960452
d058,DE,wind,avaConv,0.7563576035781544
d059,DE,wind,avaConv,0.49426574858757066
d060,DE,wind,avaConv,0.7904590748587571
d061,DE,wind,avaConv,0.7256544962335217
d062,DE,wind,avaConv,0.20720683851224103
d063,DE,wind,avaConv,0.4820297669491525
d064,DE,wind,avaConv,0.29698852401129944
d065,DE,wind,avaConv,0.02021770244821092
d066,DE,wind,avaConv,0.3508858757062147
d067,DE,wind,avaConv,0.2624997292843691
d068,DE,wind,avaConv,0.1312357697740113
d069,DE,wind,avaConv,0.09476570150659133
d070,DE,wind,avaConv,0.07034823446327683
d071,DE,wind,avaConv,0.014111146421845574
d072,DE,wind,avaConv,0.0
d073,DE,wind,avaConv,0.00010444915254237289
d074,DE,wind,avaConv,0.04890973399246704
d075,DE,wind,avaConv,0.06360796845574387
d076,DE,wind,avaConv,0.24078786487758946
d077,DE,wind,avaConv,0.2829682556497175
d078,DE,wind,avaConv,0.13127463512241055
d079,DE,wind,avaConv,0.46487857815442557
d080,DE,wind,avaConv,0.5337562617702449
d081,DE,wind,avaConv,0.5653596869114877
d082,DE,wind,avaConv,0.38543361581920904
d083,DE,wind,avaConv,0.09743720574387948
d084,DE,wind,avaConv,0.15679972928436914
d085,DE,wind,avaConv,0.18476510122410547
d086,DE,wind,avaConv,0.02935688559322034
d087,DE,wind,avaConv,0.0
d088,DE,wind,avaConv,0.0
d089,DE,wind,avaConv,0.0
d090,DE,wind,avaConv,0.011064583333333333
d091,DE,wind,avaConv,0.10668758239171375
d092,DE,wind,avaConv,0.39974390301318263
d093,DE,wind,avaConv,0.10191827919020717
d094,DE,wind,avaConv,0.22731797316384184
d095,DE,wind,avaConv,0.35080749764595104
d096,DE,wind,avaConv,0.03934844632768362
d097,DE,wind,avaConv,0.03363170903954802
d098,DE,wind,avaConv,0.036611581920903954
d099,DE,wind,avaConv,0.2696039077212806
d100,DE,wind,avaConv,0.056733921845574395
d101,DE,wind,avaConv,0.1045141713747646
d102,DE,wind,avaConv,0.10792612994350281
d103,DE,wind,avaConv,0.06820400188323918
d104,DE,wind,avaConv,0.029222775423728815
d105,DE,wind,avaConv,0.0001413135593220339
d106,DE,wind,avaConv,0.0
d107,DE,wind,avaConv,0.0003010593220338983
d108,DE,wind,avaConv,0.006160604990583804
d109,DE,wind,avaConv,0.015290254237288135
d110,DE,wind,avaConv,0.03192359934086629
d111,DE,wind,avaConv,0.013466537193973633
d112,DE,wind,avaConv,0.012682073917137476
d113,DE,wind,avaConv,0.00861281779661017
d114,DE,wind,avaConv,0.00024166666666666667
d115,DE,wind,avaConv,0.01003263888888889
d116,DE,wind,avaConv,0.015106956214689264
d117,DE,wind,avaConv,0.02871042843691149
d118,DE,wind,avaConv,0.03736239406779661
d119,DE,wind,avaConv,0.032880790960451975
d120,DE,wind,avaConv,0.132694538606403
d121,DE,wind,avaConv,0.10446322975517891
d122,DE,wind,avaConv,0.04393652306967985
d123,DE,wind,avaConv,0.007690218926553673
d124,DE,wind,avaConv,0.008899988229755178
d125,DE,wind,avaConv,0.0
d126,DE,wind,avaConv,0.0
d127,DE,wind,avaConv,0.0004403248587570622
d128,DE,wind,avaConv,0.003063782956685499
d129,DE,wind,avaConv,0.24339105461393595
d130,DE,wind,avaConv,0.31080383709981174
d131,DE,wind,avaConv,0.15273449858757063
d132,DE,wind,avaConv,0.14592475282485876
d133,DE,wind,avaConv,0.09209565677966101
d134,DE,wind,avaConv,0.19102342278719395
d135,DE,wind,avaConv,0.15037523540489642
d136,DE,wind,avaConv,0.2502413959510358
d137,DE,wind,avaConv,0.21640889830508475
d138,DE,wind,avaConv,0.3041633827683616
d139,DE,wind,avaConv,0.12766264124293786
d140,DE,wind,avaConv,0.04491247645951035
d141,DE,wind,avaConv,0.008343055555555555
d142,DE,wind,avaConv,0.005352212806026365
d143,DE,wind,avaConv,0.0
d144,DE,wind,avaConv,0.0
d145,DE,wind,avaConv,0.0
d146,DE,wind,avaConv,0.0
d147,DE,wind,avaConv,0.0
d148,DE,wind,avaConv,6.144067796610169e-6
d149,DE,wind,avaConv,0.00017612994350282485
d150,DE,wind,avaConv,0.0
d151,DE,wind,avaConv,0.0
d152,DE,wind,avaConv,0.0
d153,DE,wind,avaConv,0.0004975870998116761
d154,DE,wind,avaConv,0.0
d155,DE,wind,avaConv,0.0
d156,DE,wind,avaConv,0.0
d157,DE,wind,avaConv,0.0
d158,DE,wind,avaConv,0.0
d159,DE,wind,avaConv,0.0
d160,DE,wind,avaConv,0.0082605461393597
d161,DE,wind,avaConv,0.01622029190207156
d162,DE,wind,avaConv,0.006798034369114877
d163,DE,wind,avaConv,0.0035763300376647836
d164,DE,wind,avaConv,0.0022072387005649717
d165,DE,wind,avaConv,0.0
d166,DE,wind,avaConv,0.0
d167,DE,wind,avaConv,0.0
d168,DE,wind,avaConv,0.0
d169,DE,wind,avaConv,0.0
d170,DE,wind,avaConv,0.0
d171,DE,wind,avaConv,0.0002293785310734463
d172,DE,wind,avaConv,0.0010721398305084747
d173,DE,wind,avaConv,0.00018227401129943503
d174,DE,wind,avaConv,0.00022323446327683616
d175,DE,wind,avaConv,0.006686158192090395
d176,DE,wind,avaConv,0.013179260828625236
d177,DE,wind,avaConv,0.0030790371939736346
d178,DE,wind,avaConv,0.09627465866290019
d179,DE,wind,avaConv,0.00442876647834275
d180,DE,wind,avaConv,0.035056567796610164
d181,DE,wind,avaConv,0.07191009887005649
d182,DE,wind,avaConv,0.039500529661016956
d183,DE,wind,avaConv,0.0034611111111111114
d184,DE,wind,avaConv,0.00018637005649717515
d185,DE,wind,avaConv,0.00023757062146892655
d186,DE,wind,avaConv,0.00021913841807909604
d187,DE,wind,avaConv,0.0038068267419962337
d188,DE,wind,avaConv,0.07059011299435028
d189,DE,wind,avaConv,0.1020711982109228
d190,DE,wind,avaConv,0.07111267655367233
d191,DE,wind,avaConv,0.06389305555555555
d192,DE,wind,avaConv,0.10993866525423729
d193,DE,wind,avaConv,0.054875
d194,DE,wind,avaConv,0.17364996468926555
d195,DE,wind,avaConv,0.4608637123352166
