timestep_3,region_1,technology_1,parameter,value
d196,DE,wind,avaConv,0.23323076741996235
d197,DE,wind,avaConv,0.1249193620527307
d198,DE,wind,avaConv,0.29901147598870054
d199,DE,wind,avaConv,0.033606697269303196
d200,DE,wind,avaConv,0.02262348163841808
d201,DE,wind,avaConv,0.10444439736346517
d202,DE,wind,avaConv,0.006348505178907721
d203,DE,wind,avaConv,0.06892741290018833
d204,DE,wind,avaConv,0.03167251647834275
d205,DE,wind,avaConv,0.014759439736346516
d206,DE,wind,avaConv,0.00328706450094162
d207,DE,wind,avaConv,0.09232329331450095
d208,DE,wind,avaConv,0.04282465866290018
d209,DE,wind,avaConv,0.0010431026365348398
d210,DE,wind,avaConv,0.0018852754237288134
d211,DE,wind,avaConv,0.1918656779661017
d212,DE,wind,avaConv,0.09221403013182675
d213,DE,wind,avaConv,0.06144706920903954
d214,DE,wind,avaConv,0.07738659369114877
d215,DE,wind,avaConv,0.21476125235404897
d216,DE,wind,avaConv,0.34456275894538607
d217,DE,wind,avaConv,0.23211164077212804
d218,DE,wind,avaConv,0.03368103813559322
d219,DE,wind,avaConv,0.13572384651600752
d220,DE,wind,avaConv,0.022937464689265538
d221,DE,wind,avaConv,0.21232797787193974
d222,DE,wind,avaConv,0.009045527306967987
d223,DE,wind,avaConv,0.03203790018832392
d224,DE,wind,avaConv,0.1420058615819209
d225,DE,wind,avaConv,0.1778462688323917
d226,DE,wind,avaConv,0.2909662076271186
d227,DE,wind,avaConv,0.16020506120527306
d228,DE,wind,avaConv,0.051868985404896414
d229,DE,wind,avaConv,0.04256594868173258
d230,DE,wind,avaConv,0.008857085687382298
d231,DE,wind,avaConv,0.010738006120527306
d232,DE,wind,avaConv,0.0006601930320150659
d233,DE,wind,avaConv,0.00013516949152542372
d234,DE,wind,avaConv,0.0
d235,DE,wind,avaConv,0.0
d236,DE,wind,avaConv,0.0
d237,DE,wind,avaConv,0.0
d238,DE,wind,avaConv,3.481638418079096e-5
d239,DE,wind,avaConv,0.0015139948210922789
d240,DE,wind,avaConv,0.07368482815442562
d241,DE,wind,avaConv,0.23518456920903955
d242,DE,wind,avaConv,0.06631179378531074
d243,DE,wind,avaConv,0.0549524011299435
d244,DE,wind,avaConv,0.00827994350282486
d245,DE,wind,avaConv,0.0
d246,DE,wind,avaConv,0.00928760593220339
d247,DE,wind,avaConv,0.0774379943502825
d248,DE,wind,avaConv,0.07806326506591339
d249,DE,wind,avaConv,0.07924097222222222
d250,DE,wind,avaConv,0.028121492467043315
d251,DE,wind,avaConv,0.09633283898305085
d252,DE,wind,avaConv,0.14067592984934085
d253,DE,wind,avaConv,0.30099585687382296
d254,DE,wind,avaConv,0.12093642890772127
d255,DE,wind,avaConv,0.2961317443502825
d256,DE,wind,avaConv,0.20292907250470807
d257,DE,wind,avaConv,0.06160812146892655
d258,DE,wind,avaConv,0.22142407015065912
d259,DE,wind,avaConv,0.16715700329566857
d260,DE,wind,avaConv,0.2297681497175141
d261,DE,wind,avaConv,0.02284018361581921
d262,DE,wind,avaConv,0.0916269538606403
d263,DE,wind,avaConv,0.0006729637476459511
d264,DE,wind,avaConv,0.0009402777777777777
d265,DE,wind,avaConv,0.08439377354048963
d266,DE,wind,avaConv,0.1761441854990584
d267,DE,wind,avaConv,0.3652587806026365
d268,DE,wind,avaConv,0.2493212570621469
d269,DE,wind,avaConv,0.2673345338983051
d270,DE,wind,avaConv,0.07333780602636535
d271,DE,wind,avaConv,0.027337806026365347
d272,DE,wind,avaConv,0.03201408898305085
d273,DE,wind,avaConv,2.0480225988700563e-6
d274,DE,wind,avaConv,0.0
d275,DE,wind,avaConv,0.002988265065913371
d276,DE,wind,avaConv,0.006580520244821092
d277,DE,wind,avaConv,0.012635240112994352
d278,DE,wind,avaConv,0.004740901600753296
d279,DE,wind,avaConv,0.0
d280,DE,wind,avaConv,0.0
d281,DE,wind,avaConv,0.0
d282,DE,wind,avaConv,0.0004014124293785311
d283,DE,wind,avaConv,0.0004666902071563089
d284,DE,wind,avaConv,0.0754236581920904
d285,DE,wind,avaConv,0.24478722928436913
d286,DE,wind,avaConv,0.1850761064030132
d287,DE,wind,avaConv,0.0006959157250470809
d288,DE,wind,avaConv,0.00473760593220339
d289,DE,wind,avaConv,0.006757321092278719
d290,DE,wind,avaConv,0.01511723163841808
d291,DE,wind,avaConv,0.02307790725047081
d292,DE,wind,avaConv,0.06028389830508474
d293,DE,wind,avaConv,0.008741384180790962
d294,DE,wind,avaConv,0.07642330508474576
d295,DE,wind,avaConv,0.008334580979284368
d296,DE,wind,avaConv,0.04795164783427495
d297,DE,wind,avaConv,0.005583451035781544
d298,DE,wind,avaConv,0.030950906308851226
d299,DE,wind,avaConv,0.021671704331450097
d300,DE,wind,avaConv,0.005069797551789077
d301,DE,wind,avaConv,0.0004204449152542373
d302,DE,wind,avaConv,0.008769562146892656
d303,DE,wind,avaConv,0.022130885122410546
d304,DE,wind,avaConv,0.004028931261770245
d305,DE,wind,avaConv,0.0
d306,DE,wind,avaConv,0.0
d307,DE,wind,avaConv,0.0
d308,DE,wind,avaConv,0.0003358757062146893
d309,DE,wind,avaConv,0.015844197269303202
d310,DE,wind,avaConv,0.07776873822975519
d311,DE,wind,avaConv,0.09434223163841807
d312,DE,wind,avaConv,0.05865940442561206
d313,DE,wind,avaConv,0.03607230461393597
d314,DE,wind,avaConv,0.0017358757062146892
d315,DE,wind,avaConv,0.0006344985875706215
d316,DE,wind,avaConv,0.0016477871939736346
d317,DE,wind,avaConv,0.10871413606403013
d318,DE,wind,avaConv,0.0020806497175141245
d319,DE,wind,avaConv,0.0
d320,DE,wind,avaConv,0.0
d321,DE,wind,avaConv,0.0
d322,DE,wind,avaConv,0.0
d323,DE,wind,avaConv,0.0
d324,DE,wind,avaConv,0.016498234463276834
d325,DE,wind,avaConv,0.0031516007532956685
d326,DE,wind,avaConv,0.05141134651600753
d327,DE,wind,avaConv,0.014570268361581921
d328,DE,wind,avaConv,0.00919094868173258
d329,DE,wind,avaConv,0.0004087923728813559
d330,DE,wind,avaConv,9.216101694915253e-5
d331,DE,wind,avaConv,0.07528953625235406
d332,DE,wind,avaConv,0.5601786958568737
d333,DE,wind,avaConv,0.8821943973634652
d334,DE,wind,avaConv,0.7998628884180792
d335,DE,wind,avaConv,0.5433762358757062
d336,DE,wind,avaConv,0.35448952448210924
d337,DE,wind,avaConv,0.626074929378531
d338,DE,wind,avaConv,0.4682709510357816
d339,DE,wind,avaConv,0.4256960451977401
d340,DE,wind,avaConv,0.22203200329566858
d341,DE,wind,avaConv,0.34514196092278715
d342,DE,wind,avaConv,0.7783980814500941
d343,DE,wind,avaConv,0.09610343691148776
d344,DE,wind,avaConv,0.24371560734463277
d345,DE,wind,avaConv,0.3261236464218456
d346,DE,wind,avaConv,0.12864518596986818
d347,DE,wind,avaConv,0.0063805320150659125
d348,DE,wind,avaConv,0.0
d349,DE,wind,avaConv,0.011824717514124294
d350,DE,wind,avaConv,0.12250809792843692
d351,DE,wind,avaConv,0.16878084981167607
d352,DE,wind,avaConv,0.4156850517890773
d353,DE,wind,avaConv,0.4582996939736347
d354,DE,wind,avaConv,0.18957452919020717
d355,DE,wind,avaConv,0.5700133474576271
d356,DE,wind,avaConv,0.4178951035781544
d357,DE,wind,avaConv,0.28730553201506587
d358,DE,wind,avaConv,0.1312241172316384
d359,DE,wind,avaConv,0.3642433968926554
d360,DE,wind,avaConv,0.7246080273069679
d361,DE,wind,avaConv,0.17600185969868176
d362,DE,wind,avaConv,0.045412841337099816
d363,DE,wind,avaConv,0.2208662664783428
d364,DE,wind,avaConv,0.5056916195856873
d365,DE,wind,avaConv,0.737376118173258
d001,FR,wind,avaConv,0.017439742302543505
d002,FR,wind,avaConv,0.0015896502677376172
d003,FR,wind,avaConv,0.0
d004,FR,wind,avaConv,7.133534136546185e-5
d005,FR,wind,avaConv,0.00020625
d006,FR,wind,avaConv,0.0071560491967871485
d007,FR,wind,avaConv,0.029076882530120484
d008,FR,wind,avaConv,0.045662290829986615
d009,FR,wind,avaConv,0.001878271419009371
d010,FR,wind,avaConv,0.028897581994645247
d011,FR,wind,avaConv,0.10875397423025435
d012,FR,wind,avaConv,0.41300768072289157
d013,FR,wind,avaConv,0.5340483517402945
d014,FR,wind,avaConv,0.45441339524765734
d015,FR,wind,avaConv,0.26588254685408297
d016,FR,wind,avaConv,0.014060533801874163
d017,FR,wind,avaConv,0.0
d018,FR,wind,avaConv,0.0029442269076305223
d019,FR,wind,avaConv,0.0035353580990629186
d020,FR,wind,avaConv,0.044996987951807225
d021,FR,wind,avaConv,0.27359953145917
d022,FR,wind,avaConv,0.23491973728246318
d023,FR,wind,avaConv,0.030223326639892908
d024,FR,wind,avaConv,0.053944687081659976
d025,FR,wind,avaConv,0.17372210508701472
d026,FR,wind,avaConv,0.47178333333333333
d027,FR,wind,avaConv,0.6936667168674698
d028,FR,wind,avaConv,0.42551346218206154
d029,FR,wind,avaConv,0.30402718373493975
d030,FR,wind,avaConv,0.07561910140562247
d031,FR,wind,avaConv,0.08198560073627845
d032,FR,wind,avaConv,0.20663012048192772
d033,FR,wind,avaConv,0.5459134705488622
d034,FR,wind,avaConv,0.7074905120481927
d035,FR,wind,avaConv,0.3680882864792504
d036,FR,wind,avaConv,0.20159164156626502
d037,FR,wind,avaConv,0.1723063420348059
d038,FR,wind,avaConv,0.09617503346720215
d039,FR,wind,avaConv,0.037829651941097726
d040,FR,wind,avaConv,0.05589162483266398
d041,FR,wind,avaConv,0.2565716783801874
d042,FR,wind,avaConv,0.0945819611780455
d043,FR,wind,avaConv,0.0003841449129852744
d044,FR,wind,avaConv,0.05846894243641232
d045,FR,wind,avaConv,0.04709324799196788
d046,FR,wind,avaConv,0.1394915578982597
d047,FR,wind,avaConv,0.036718423694779116
d048,FR,wind,avaConv,0.12268894745649264
d049,FR,wind,avaConv,0.10427993641231592
d050,FR,wind,avaConv,0.0360673360107095
d051,FR,wind,avaConv,0.19707919176706826
d052,FR,wind,avaConv,0.35282638052208837
d053,FR,wind,avaConv,0.19303663821954486
d054,FR,wind,avaConv,0.6623583333333334
d055,FR,wind,avaConv,0.5645906375502008
d056,FR,wind,avaConv,0.5093917085006693
d057,FR,wind,avaConv,0.5808756777108435
d058,FR,wind,avaConv,0.6787553380187417
d059,FR,wind,avaConv,0.49058841198125835
d060,FR,wind,avaConv,0.27733893072289156
d061,FR,wind,avaConv,0.17160062751004018
d062,FR,wind,avaConv,0.23958463018741633
d063,FR,wind,avaConv,0.28753381024096386
d064,FR,wind,avaConv,0.18248911479250335
d065,FR,wind,avaConv,0.32353082329317273
d066,FR,wind,avaConv,0.767477250669344
d067,FR,wind,avaConv,0.4659564591700134
d068,FR,wind,avaConv,0.5497680220883534
d069,FR,wind,avaConv,0.16976158801874164
d070,FR,wind,avaConv,0.065238562583668
d071,FR,wind,avaConv,0.01382925033467202
d072,FR,wind,avaConv,0.005785458500669343
d073,FR,wind,avaConv,0.11399688755020082
d074,FR,wind,avaConv,0.23514223560910308
d075,FR,wind,avaConv,0.2190898092369478
d076,FR,wind,avaConv,0.4782249497991968
d077,FR,wind,avaConv,0.08990351405622489
d078,FR,wind,avaConv,0.23566749497991968
d079,FR,wind,avaConv,0.04410678547523427
d080,FR,wind,avaConv,0.07068831994645247
d081,FR,wind,avaConv,0.24139503848728244
d082,FR,wind,avaConv,0.2555487115127175
d083,FR,wind,avaConv,0.18029456157965196
d084,FR,wind,avaConv,0.5144882781124498
d085,FR,wind,avaConv,0.2576622908299866
d086,FR,wind,avaConv,0.0024631024096385544
d087,FR,wind,avaConv,0.0031323795180722893
d088,FR,wind,avaConv,0.0016375753012048192
d089,FR,wind,avaConv,0.028081434069611777
d090,FR,wind,avaConv,0.04977668172690763
d091,FR,wind,avaConv,0.041934036144578316
d092,FR,wind,avaConv,0.0348753765060241
d093,FR,wind,avaConv,0.032603380187416334
d094,FR,wind,avaConv,0.153462734270415
d095,FR,wind,avaConv,0.08307041499330656
d096,FR,wind,avaConv,0.1765625418340027
d097,FR,wind,avaConv,0.2844249748995984
d098,FR,wind,avaConv,0.4414721971218207
d099,FR,wind,avaConv,0.47423555890227576
d100,FR,wind,avaConv,0.41356405622489967
d101,FR,wind,avaConv,0.48031849062918336
d102,FR,wind,avaConv,0.19804619310575633
d103,FR,wind,avaConv,0.11325855923694779
d104,FR,wind,avaConv,0.040270440093708164
d105,FR,wind,avaConv,0.0004102074966532798
d106,FR,wind,avaConv,0.040462282463186075
d107,FR,wind,avaConv,0.00571830655957162
d108,FR,wind,avaConv,0.025336847389558236
d109,FR,wind,avaConv,0.09579774933065596
d110,FR,wind,avaConv,0.0576512048192771
d111,FR,wind,avaConv,0.04942535977242303
d112,FR,wind,avaConv,0.08365083668005355
d113,FR,wind,avaConv,0.023034036144578315
d114,FR,wind,avaConv,0.08787928380187417
d115,FR,wind,avaConv,0.15163699799196784
d116,FR,wind,avaConv,0.23749187583668005
d117,FR,wind,avaConv,0.26998355087014725
d118,FR,wind,avaConv,0.06257897423025435
d119,FR,wind,avaConv,0.05118776773761714
d120,FR,wind,avaConv,0.2723784638554217
d121,FR,wind,avaConv,0.30957156124497986
d122,FR,wind,avaConv,0.05954472054886212
d123,FR,wind,avaConv,0.001034914658634538
d124,FR,wind,avaConv,0.005143314926372156
d125,FR,wind,avaConv,0.01840918674698795
d126,FR,wind,avaConv,0.0004265562248995984
d127,FR,wind,avaConv,0.0018882362784471219
d128,FR,wind,avaConv,0.05503312416331994
d129,FR,wind,avaConv,0.3091857513386881
d130,FR,wind,avaConv,0.31640197456492636
d131,FR,wind,avaConv,0.09919933065595715
d132,FR,wind,avaConv,0.24605902777777783
d133,FR,wind,avaConv,0.22614594210174027
d134,FR,wind,avaConv,0.3714095799866131
d135,FR,wind,avaConv,0.26311979585006695
d136,FR,wind,avaConv,0.28943490629183405
d137,FR,wind,avaConv,0.14130717871485945
d138,FR,wind,avaConv,0.08500706994645246
d139,FR,wind,avaConv,0.05426435742971887
d140,FR,wind,avaConv,0.01641754518072289
d141,FR,wind,avaConv,0.005540922021419009
d142,FR,wind,avaConv,0.0
d143,FR,wind,avaConv,0.0
d144,FR,wind,avaConv,9.026104417670683e-5
d145,FR,wind,avaConv,0.0
d146,FR,wind,avaConv,0.0
d147,FR,wind,avaConv,0.001077024765729585
d148,FR,wind,avaConv,0.0014516984605087014
d149,FR,wind,avaConv,0.003730739625167336
d150,FR,wind,avaConv,0.0035407128514056228
d151,FR,wind,avaConv,0.0018939926372155288
d152,FR,wind,avaConv,0.016796552878179383
d153,FR,wind,avaConv,0.036443181057563584
d154,FR,wind,avaConv,0.006258291499330657
d155,FR,wind,avaConv,2.3293172690763052e-5
d156,FR,wind,avaConv,0.0
d157,FR,wind,avaConv,0.0
d158,FR,wind,avaConv,0.007164039491298527
d159,FR,wind,avaConv,0.093132781124498
d160,FR,wind,avaConv,0.17652315093708168
d161,FR,wind,avaConv,0.12996216532797858
d162,FR,wind,avaConv,0.03972157797858099
d163,FR,wind,avaConv,0.02990442603748327
d164,FR,wind,avaConv,0.01877209672021419
d165,FR,wind,avaConv,0.009052192101740294
d166,FR,wind,avaConv,0.0074972640562249
d167,FR,wind,avaConv,0.0063965863453815264
d168,FR,wind,avaConv,0.013925167336010708
d169,FR,wind,avaConv,0.010774656961178044
d170,FR,wind,avaConv,0.010543716532797856
d171,FR,wind,avaConv,0.026869896251673357
d172,FR,wind,avaConv,0.012899882864792503
d173,FR,wind,avaConv,0.012120649263721552
d174,FR,wind,avaConv,0.02684975736278447
d175,FR,wind,avaConv,0.025224355756358768
d176,FR,wind,avaConv,0.011738696452476573
d177,FR,wind,avaConv,0.08635711178045516
d178,FR,wind,avaConv,0.0972155873493976
d179,FR,wind,avaConv,0.09252423862115126
d180,FR,wind,avaConv,0.1688719042838019
d181,FR,wind,avaConv,0.09300455990629185
d182,FR,wind,avaConv,0.006316825635876841
d183,FR,wind,avaConv,0.03684204317269076
d184,FR,wind,avaConv,0.036909730589022756
d185,FR,wind,avaConv,0.006113052208835341
d186,FR,wind,avaConv,0.007560123828647926
d187,FR,wind,avaConv,0.0686483266398929
d188,FR,wind,avaConv,0.10348903949129853
d189,FR,wind,avaConv,0.0958852576974565
d190,FR,wind,avaConv,0.09427914156626507
d191,FR,wind,avaConv,0.11631430722891566
d192,FR,wind,avaConv,0.1450844126506024
d193,FR,wind,avaConv,0.14938506526104417
d194,FR,wind,avaConv,0.35190845046854086
d195,FR,wind,avaConv,0.15755333835341367
d196,FR,wind,avaConv,0.1678207998661312
d197,FR,wind,avaConv,0.29154249497991963
d198,FR,wind,avaConv,0.1268332747657296
d199,FR,wind,avaConv,0.13298466365461847
d200,FR,wind,avaConv,0.2774622908299866
d201,FR,wind,avaConv,0.23494765729585007
d202,FR,wind,avaConv,0.07813449631860776
d203,FR,wind,avaConv,0.06640084504685408
d204,FR,wind,avaConv,0.007399330655957162
d205,FR,wind,avaConv,0.0023759287148594375
d206,FR,wind,avaConv,0.028160634203480587
d207,FR,wind,avaConv,0.008247180388219545
d208,FR,wind,avaConv,0.0004892821285140562
d209,FR,wind,avaConv,0.00039423527443105757
d210,FR,wind,avaConv,0.04826109437751004
d211,FR,wind,avaConv,0.1138718875502008
d212,FR,wind,avaConv,0.0568416499330656
d213,FR,wind,avaConv,0.054839014390896924
d214,FR,wind,avaConv,0.20295930388219546
d215,FR,wind,avaConv,0.13782042336010708
d216,FR,wind,avaConv,0.08068363453815261
d217,FR,wind,avaConv,0.024632212182061578
d218,FR,wind,avaConv,0.10600040997322624
d219,FR,wind,avaConv,0.05460993139223561
d220,FR,wind,avaConv,0.09824972389558231
d221,FR,wind,avaConv,0.025631333668005355
d222,FR,wind,avaConv,0.00022565261044176708
d223,FR,wind,avaConv,0.0019148343373493976
d224,FR,wind,avaConv,0.004526296854082999
d225,FR,wind,avaConv,0.0018593289825970549
d226,FR,wind,avaConv,0.006105061914323963
d227,FR,wind,avaConv,0.004540972222222222
d228,FR,wind,avaConv,0.004746987951807229
d229,FR,wind,avaConv,0.0005846636546184739
d230,FR,wind,avaConv,0.0
d231,FR,wind,avaConv,0.0003582329317269076
d232,FR,wind,avaConv,0.00027904116465863455
d233,FR,wind,avaConv,0.0
d234,FR,wind,avaConv,0.0
d235,FR,wind,avaConv,0.0008255689424364124
d236,FR,wind,avaConv,0.0005776104417670682
d237,FR,wind,avaConv,0.00018150100401606424
d238,FR,wind,avaConv,0.0006788152610441767
d239,FR,wind,avaConv,0.002133960843373494
d240,FR,wind,avaConv,0.05347385374832664
d241,FR,wind,avaConv,0.036004041164658634
d242,FR,wind,avaConv,0.1626986529451138
d243,FR,wind,avaConv,0.3360515143908969
d244,FR,wind,avaConv,0.16353378514056224
d245,FR,wind,avaConv,0.0844652359437751
d246,FR,wind,avaConv,0.0913713688085676
d247,FR,wind,avaConv,0.05631617302543507
d248,FR,wind,avaConv,0.011045850066934402
d249,FR,wind,avaConv,0.0012506609772423027
d250,FR,wind,avaConv,0.0006536646586345382
d251,FR,wind,avaConv,0.012123025435073629
d252,FR,wind,avaConv,0.08783616131191432
d253,FR,wind,avaConv,0.025358902275769743
d254,FR,wind,avaConv,0.06412646419009371
d255,FR,wind,avaConv,0.12833155120481926
d256,FR,wind,avaConv,0.0167816516064257
d257,FR,wind,avaConv,0.04081832329317269
d258,FR,wind,avaConv,0.04803970883534137
d259,FR,wind,avaConv,0.05712952643908969
d260,FR,wind,avaConv,0.011408366800535474
d261,FR,wind,avaConv,0.00499929718875502
d262,FR,wind,avaConv,0.007535266064257027
d263,FR,wind,avaConv,0.00875394076305221
d264,FR,wind,avaConv,0.05850266900937082
d265,FR,wind,avaConv,0.2912316432396252
d266,FR,wind,avaConv,0.46187332663989283
d267,FR,wind,avaConv,0.23953656291834005
d268,FR,wind,avaConv,0.3348448293172691
d269,FR,wind,avaConv,0.06966064257028112
d270,FR,wind,avaConv,0.0004804216867469879
d271,FR,wind,avaConv,0.0
d272,FR,wind,avaConv,0.0016766817269076306
d273,FR,wind,avaConv,0.002959881191432396
d274,FR,wind,avaConv,0.0
d275,FR,wind,avaConv,0.0006813336680053547
d276,FR,wind,avaConv,0.0014396586345381526
d277,FR,wind,avaConv,8.443775100401606e-5
d278,FR,wind,avaConv,0.0
d279,FR,wind,avaConv,0.0
d280,FR,wind,avaConv,0.0
d281,FR,wind,avaConv,0.0
d282,FR,wind,avaConv,0.0
d283,FR,wind,avaConv,0.0
d284,FR,wind,avaConv,0.0005294093038821954
d285,FR,wind,avaConv,0.004677409638554217
d286,FR,wind,avaConv,0.029391039156626508
d287,FR,wind,avaConv,0.004467503346720214
d288,FR,wind,avaConv,0.0
d289,FR,wind,avaConv,0.000391039156626506
d290,FR,wind,avaConv,0.01696774598393574
d291,FR,wind,avaConv,0.005257521753681392
d292,FR,wind,avaConv,0.006385483601070951
d293,FR,wind,avaConv,0.02372660642570281
d294,FR,wind,avaConv,0.0598092704149933
d295,FR,wind,avaConv,0.02270720381526104
d296,FR,wind,avaConv,0.016938537483266403
d297,FR,wind,avaConv,0.0
d298,FR,wind,avaConv,0.00256584672021419
d299,FR,wind,avaConv,0.0022571368808567607
d300,FR,wind,avaConv,0.0
d301,FR,wind,avaConv,1.0190763052208835e-5
d302,FR,wind,avaConv,0.02583725736278447
d303,FR,wind,avaConv,0.027621611445783137
d304,FR,wind,avaConv,0.011148602744310577
d305,FR,wind,avaConv,0.004154802543507362
d306,FR,wind,avaConv,0.02851945281124498
d307,FR,wind,avaConv,0.02179728078982597
d308,FR,wind,avaConv,0.10149743975903615
d309,FR,wind,avaConv,0.23707085843373493
d310,FR,wind,avaConv,0.25994441934404283
d311,FR,wind,avaConv,0.3096760123828648
d312,FR,wind,avaConv,0.16318099899598393
d313,FR,wind,avaConv,0.17113859605087015
d314,FR,wind,avaConv,0.10636901773761713
d315,FR,wind,avaConv,0.00024312248995983938
d316,FR,wind,avaConv,0.13973317436412316
d317,FR,wind,avaConv,0.21513014558232935
d318,FR,wind,avaConv,0.003757906626506023
d319,FR,wind,avaConv,0.0
d320,FR,wind,avaConv,0.0
d321,FR,wind,avaConv,0.0
d322,FR,wind,avaConv,0.0
d323,FR,wind,avaConv,0.007466214859437751
d324,FR,wind,avaConv,0.011861362115127174
d325,FR,wind,avaConv,0.07246311914323963
d326,FR,wind,avaConv,0.21411699297188755
d327,FR,wind,avaConv,0.12504275435073628
d328,FR,wind,avaConv,0.17584215194109773
d329,FR,wind,avaConv,0.05767107597054886
d330,FR,wind,avaConv,0.062439566599732266
d331,FR,wind,avaConv,0.40744531459170014
d332,FR,wind,avaConv,0.7054322038152611
d333,FR,wind,avaConv,0.5850625
d334,FR,wind,avaConv,0.2622076472556894
d335,FR,wind,avaConv,0.38566516900937087
d336,FR,wind,avaConv,0.3148325301204819
d337,FR,wind,avaConv,0.18073045515394914
d338,FR,wind,avaConv,0.272438922356091
d339,FR,wind,avaConv,0.31057586178045515
d340,FR,wind,avaConv,0.17258079819277108
d341,FR,wind,avaConv,0.30365872657295845
d342,FR,wind,avaConv,0.22271213186077643
d343,FR,wind,avaConv,0.058411420682730926
d344,FR,wind,avaConv,0.5193373828647925
d345,FR,wind,avaConv,0.21906578815261044
d346,FR,wind,avaConv,0.04362657295850067
d347,FR,wind,avaConv,0.00030855923694779117
d348,FR,wind,avaConv,0.013851455823293175
d349,FR,wind,avaConv,0.004868708165997323
d350,FR,wind,avaConv,0.022658425368139223
d351,FR,wind,avaConv,0.38407053212851405
d352,FR,wind,avaConv,0.1885555555555556
d353,FR,wind,avaConv,0.26748397757697456
d354,FR,wind,avaConv,0.6455175117135208
d355,FR,wind,avaConv,0.5151770833333333
d356,FR,wind,avaConv,0.46313236278447123
d357,FR,wind,avaConv,0.640362391231593
d358,FR,wind,avaConv,0.42737460676037486
d359,FR,wind,avaConv,0.7530539323962517
d360,FR,wind,avaConv,0.443797874832664
d361,FR,wind,avaConv,0.12409555722891569
d362,FR,wind,avaConv,0.11238529116465865
d363,FR,wind,avaConv,0.21853703145917
d364,FR,wind,avaConv,0.1845798527443106
d365,FR,wind,avaConv,0.126748234605087
d001,NL,wind,avaConv,0.0
d002,NL,wind,avaConv,0.0
d003,NL,wind,avaConv,0.0
d004,NL,wind,avaConv,0.002202588383838384
d005,NL,wind,avaConv,0.0328479797979798
d006,NL,wind,avaConv,0.14031123737373738
d007,NL,wind,avaConv,0.31099570707070706
d008,NL,wind,avaConv,0.1054322601010101
d009,NL,wind,avaConv,0.08992405303030303
d010,NL,wind,avaConv,0.27728857323232325
d011,NL,wind,avaConv,0.5227956439393939
d012,NL,wind,avaConv,0.8212628156565657
d013,NL,wind,avaConv,0.20057569444444442
d014,NL,wind,avaConv,0.97695
d015,NL,wind,avaConv,0.8063392045454546
d016,NL,wind,avaConv,0.19917733585858582
d017,NL,wind,avaConv,0.020176515151515154
d018,NL,wind,avaConv,0.0
d019,NL,wind,avaConv,0.00010984848484848486
d020,NL,wind,avaConv,0.00025265151515151515
d021,NL,wind,avaConv,0.011028472222222222
d022,NL,wind,avaConv,0.5074371843434343
d023,NL,wind,avaConv,0.4511604797979798
d024,NL,wind,avaConv,0.010341414141414141
d025,NL,wind,avaConv,0.08900858585858586
d026,NL,wind,avaConv,0.4112117424242424
d027,NL,wind,avaConv,0.4034526515151515
d028,NL,wind,avaConv,0.5988869318181818
d029,NL,wind,avaConv,0.15369608585858585
d030,NL,wind,avaConv,0.022481376262626262
d031,NL,wind,avaConv,0.1930844065656566
d032,NL,wind,avaConv,0.3770546717171717
d033,NL,wind,avaConv,0.6418174242424243
d034,NL,wind,avaConv,0.24484892676767678
d035,NL,wind,avaConv,0.21445416666666664
d036,NL,wind,avaConv,0.29274273989898986
d037,NL,wind,avaConv,0.7150022095959595
d038,NL,wind,avaConv,0.8111705176767677
d039,NL,wind,avaConv,0.7293373737373737
d040,NL,wind,avaConv,0.4213844696969697
d041,NL,wind,avaConv,0.04150416666666667
d042,NL,wind,avaConv,0.00048333333333333334
d043,NL,wind,avaConv,0.0004284090909090909
d044,NL,wind,avaConv,0.1242417297979798
d045,NL,wind,avaConv,0.31481679292929293
d046,NL,wind,avaConv,0.41558440656565654
d047,NL,wind,avaConv,0.4280027146464646
d048,NL,wind,avaConv,0.7673116792929292
d049,NL,wind,avaConv,0.24549962121212118
d050,NL,wind,avaConv,0.3401477904040404
d051,NL,wind,avaConv,0.6726070707070707
d052,NL,wind,avaConv,0.9219589646464645
d053,NL,wind,avaConv,0.5629767045454545
d054,NL,wind,avaConv,0.8579319444444444
d055,NL,wind,avaConv,0.7562061868686869
d056,NL,wind,avaConv,0.7426160353535354
d057,NL,wind,avaConv,0.9082638888888888
d058,NL,wind,avaConv,0.8850690656565656
d059,NL,wind,avaConv,0.7619051136363637
d060,NL,wind,avaConv,0.9691892045454545
d061,NL,wind,avaConv,0.545562941919192
d062,NL,wind,avaConv,0.4029416035353536
d063,NL,wind,avaConv,0.8662580176767677
d064,NL,wind,avaConv,0.1831145202020202
d065,NL,wind,avaConv,0.013373295454545454
d066,NL,wind,avaConv,0.8493228535353535
d067,NL,wind,avaConv,0.23641136363636364
d068,NL,wind,avaConv,0.31247979797979797
d069,NL,wind,avaConv,0.14737222222222224
d070,NL,wind,avaConv,0.1683862373737374
d071,NL,wind,avaConv,0.0026253787878787876
d072,NL,wind,avaConv,0.0
d073,NL,wind,avaConv,0.0007140151515151515
d074,NL,wind,avaConv,0.09717310606060606
d075,NL,wind,avaConv,0.13872847222222223
d076,NL,wind,avaConv,0.5099243055555556
d077,NL,wind,avaConv,0.3379611742424242
d078,NL,wind,avaConv,0.08672960858585858
d079,NL,wind,avaConv,0.49753914141414146
d080,NL,wind,avaConv,0.6618206439393939
