timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,CH,scr7,electricity,dem,6.44564112907473
h0026,CH,scr7,electricity,dem,6.49059167852528
h0027,CH,scr7,electricity,dem,6.51462464555824
h0028,CH,scr7,electricity,dem,6.54853673347033
h0029,CH,scr7,electricity,dem,6.44905871149231
h0030,CH,scr7,electricity,dem,6.54565761259121
h0031,CH,scr7,electricity,dem,6.71281695325055
h0032,CH,scr7,electricity,dem,7.12078398621758
h0033,CH,scr7,electricity,dem,7.43859717303077
h0034,CH,scr7,electricity,dem,7.53328398621758
h0035,CH,scr7,electricity,dem,7.59373453566814
h0036,CH,scr7,electricity,dem,7.54301475544835
h0037,CH,scr7,electricity,dem,7.41591035984396
h0038,CH,scr7,electricity,dem,7.42123453566813
h0039,CH,scr7,electricity,dem,7.31760266753627
h0040,CH,scr7,electricity,dem,7.26008068951429
h0041,CH,scr7,electricity,dem,7.32700376643736
h0042,CH,scr7,electricity,dem,7.51260266753626
h0043,CH,scr7,electricity,dem,7.62641585434945
h0044,CH,scr7,electricity,dem,7.3794762939099
h0045,CH,scr7,electricity,dem,6.98859717303077
h0046,CH,scr7,electricity,dem,6.72919057962417
h0047,CH,scr7,electricity,dem,6.66912464555824
h0048,CH,scr7,electricity,dem,6.51121255764616
