timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,FR,scr11,electricity,dem,57.2958228459476
h0074,FR,scr11,electricity,dem,55.8064107580355
h0075,FR,scr11,electricity,dem,53.0501360327608
h0076,FR,scr11,electricity,dem,52.064471197596
h0077,FR,scr11,electricity,dem,53.9334986701234
h0078,FR,scr11,electricity,dem,58.2025481206729
h0079,FR,scr11,electricity,dem,62.6610536151784
h0080,FR,scr11,electricity,dem,64.6662733953982
h0081,FR,scr11,electricity,dem,65.816383285508
h0082,FR,scr11,electricity,dem,66.0432788899036
h0083,FR,scr11,electricity,dem,66.1217679008927
h0084,FR,scr11,electricity,dem,66.1846250437498
h0085,FR,scr11,electricity,dem,64.4552074613322
h0086,FR,scr11,electricity,dem,62.3793008679256
h0087,FR,scr11,electricity,dem,60.392460208585
h0088,FR,scr11,electricity,dem,59.8319766921015
h0089,FR,scr11,electricity,dem,62.1797898789147
h0090,FR,scr11,electricity,dem,66.4504547140795
h0091,FR,scr11,electricity,dem,67.3609217470465
h0092,FR,scr11,electricity,dem,64.0582788899037
h0093,FR,scr11,electricity,dem,60.7220920767168
h0094,FR,scr11,electricity,dem,61.1128338349586
h0095,FR,scr11,electricity,dem,62.2094107580355
h0096,FR,scr11,electricity,dem,59.5276085602334
