timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,NL,scr8,wind,avaConv,0.694210513191033
h0074,NL,scr8,wind,avaConv,0.721070863953591
h0075,NL,scr8,wind,avaConv,0.686191627606763
h0076,NL,scr8,wind,avaConv,0.662305784910942
h0077,NL,scr8,wind,avaConv,0.724600145915714
h0078,NL,scr8,wind,avaConv,0.763522529602279
h0079,NL,scr8,wind,avaConv,0.793870334200648
h0080,NL,scr8,wind,avaConv,0.811419194597574
h0081,NL,scr8,wind,avaConv,0.83423611550146
h0082,NL,scr8,wind,avaConv,0.894516960486741
h0083,NL,scr8,wind,avaConv,0.905086263108681
h0084,NL,scr8,wind,avaConv,0.91309755572903
h0085,NL,scr8,wind,avaConv,0.898605914656046
h0086,NL,scr8,wind,avaConv,0.876960835626296
h0087,NL,scr8,wind,avaConv,0.835249438665552
h0088,NL,scr8,wind,avaConv,0.669180943581418
h0089,NL,scr8,wind,avaConv,0.472831682484066
h0090,NL,scr8,wind,avaConv,0.40072698962295
h0091,NL,scr8,wind,avaConv,0.328682234565826
h0092,NL,scr8,wind,avaConv,0.254282514454875
h0093,NL,scr8,wind,avaConv,0.209135699269839
h0094,NL,scr8,wind,avaConv,0.15247398340463
h0095,NL,scr8,wind,avaConv,0.0890677285941316
h0096,NL,scr8,wind,avaConv,0.0536519112016261
