timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,scr1,electricity,dem,73.3568380836476
h0002,FR,scr1,electricity,dem,71.8674259957355
h0003,FR,scr1,electricity,dem,69.1111512704608
h0004,FR,scr1,electricity,dem,68.125486435296
h0005,FR,scr1,electricity,dem,69.9945139078234
h0006,FR,scr1,electricity,dem,74.2635633583729
h0007,FR,scr1,electricity,dem,78.7220688528784
h0008,FR,scr1,electricity,dem,80.7272886330982
h0009,FR,scr1,electricity,dem,81.8773985232081
h0010,FR,scr1,electricity,dem,82.1042941276036
h0011,FR,scr1,electricity,dem,82.1827831385927
h0012,FR,scr1,electricity,dem,82.2456402814498
h0013,FR,scr1,electricity,dem,80.5162226990322
h0014,FR,scr1,electricity,dem,78.4403161056256
h0015,FR,scr1,electricity,dem,76.453475446285
h0016,FR,scr1,electricity,dem,75.8929919298015
h0017,FR,scr1,electricity,dem,78.2408051166147
h0018,FR,scr1,electricity,dem,82.5114699517795
h0019,FR,scr1,electricity,dem,83.4219369847465
h0020,FR,scr1,electricity,dem,80.1192941276037
h0021,FR,scr1,electricity,dem,76.7831073144168
h0022,FR,scr1,electricity,dem,77.1738490726586
h0023,FR,scr1,electricity,dem,78.2704259957355
h0024,FR,scr1,electricity,dem,75.5886237979334
