timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,LU,scr14,electricity,dem,0.491312665542535
h0050,LU,scr14,electricity,dem,0.471146456751326
h0051,LU,scr14,electricity,dem,0.462395083124953
h0052,LU,scr14,electricity,dem,0.45972750070737
h0053,LU,scr14,electricity,dem,0.469194533674403
h0054,LU,scr14,electricity,dem,0.476395083124952
h0055,LU,scr14,electricity,dem,0.509425302905172
h0056,LU,scr14,electricity,dem,0.550514588619458
h0057,LU,scr14,electricity,dem,0.576525577630447
h0058,LU,scr14,electricity,dem,0.590094258949128
h0059,LU,scr14,electricity,dem,0.60194728092715
h0060,LU,scr14,electricity,dem,0.605327775432645
h0061,LU,scr14,electricity,dem,0.595304423784293
h0062,LU,scr14,electricity,dem,0.582830522685392
h0063,LU,scr14,electricity,dem,0.571151951256821
h0064,LU,scr14,electricity,dem,0.567222006201876
h0065,LU,scr14,electricity,dem,0.580885467740337
h0066,LU,scr14,electricity,dem,0.606525577630447
h0067,LU,scr14,electricity,dem,0.610168434773304
h0068,LU,scr14,electricity,dem,0.585878599608469
h0069,LU,scr14,electricity,dem,0.547732995212865
h0070,LU,scr14,electricity,dem,0.542033819388689
h0071,LU,scr14,electricity,dem,0.541734368839239
h0072,LU,scr14,electricity,dem,0.518239863344733
