timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,AT,scr3,solar,avaConv,0.0
h0074,AT,scr3,solar,avaConv,0.0
h0075,AT,scr3,solar,avaConv,0.0
h0076,AT,scr3,solar,avaConv,0.0
h0077,AT,scr3,solar,avaConv,0.0
h0078,AT,scr3,solar,avaConv,0.0
h0079,AT,scr3,solar,avaConv,2.42841988705809e-5
h0080,AT,scr3,solar,avaConv,0.01592856193017
h0081,AT,scr3,solar,avaConv,0.0614972602844396
h0082,AT,scr3,solar,avaConv,0.112264894702043
h0083,AT,scr3,solar,avaConv,0.150311332220693
h0084,AT,scr3,solar,avaConv,0.174073956822144
h0085,AT,scr3,solar,avaConv,0.15290231653677
h0086,AT,scr3,solar,avaConv,0.100908165398299
h0087,AT,scr3,solar,avaConv,0.0300683248861508
h0088,AT,scr3,solar,avaConv,0.000481035438466926
h0089,AT,scr3,solar,avaConv,0.0
h0090,AT,scr3,solar,avaConv,0.0
h0091,AT,scr3,solar,avaConv,0.0
h0092,AT,scr3,solar,avaConv,0.0
h0093,AT,scr3,solar,avaConv,0.0
h0094,AT,scr3,solar,avaConv,0.0
h0095,AT,scr3,solar,avaConv,0.0
h0096,AT,scr3,solar,avaConv,0.0
