timestep_4,region_1,scenario_1,technology_1,parameter,value
h0025,AT,scr5,wind,avaConv,0.356678695232149
h0026,AT,scr5,wind,avaConv,0.352670024011626
h0027,AT,scr5,wind,avaConv,0.338486103914511
h0028,AT,scr5,wind,avaConv,0.302678260932793
h0029,AT,scr5,wind,avaConv,0.248067129080693
h0030,AT,scr5,wind,avaConv,0.206030513472271
h0031,AT,scr5,wind,avaConv,0.18606401658514
h0032,AT,scr5,wind,avaConv,0.167264914700672
h0033,AT,scr5,wind,avaConv,0.201695584850644
h0034,AT,scr5,wind,avaConv,0.213615796523598
h0035,AT,scr5,wind,avaConv,0.231271405101873
h0036,AT,scr5,wind,avaConv,0.271707942478637
h0037,AT,scr5,wind,avaConv,0.311381555781068
h0038,AT,scr5,wind,avaConv,0.326250809407042
h0039,AT,scr5,wind,avaConv,0.325610963686813
h0040,AT,scr5,wind,avaConv,0.366417748117226
h0041,AT,scr5,wind,avaConv,0.43604532307935
h0042,AT,scr5,wind,avaConv,0.421741043216699
h0043,AT,scr5,wind,avaConv,0.407475255734931
h0044,AT,scr5,wind,avaConv,0.374938637124008
h0045,AT,scr5,wind,avaConv,0.322978490442954
h0046,AT,scr5,wind,avaConv,0.274229701609377
h0047,AT,scr5,wind,avaConv,0.227618099682008
h0048,AT,scr5,wind,avaConv,0.222168358522603
