timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,NL,scr5,electricity,dem,11.0021378824901
h0026,NL,scr5,electricity,dem,10.6796818385341
h0027,NL,scr5,electricity,dem,10.5530678275451
h0028,NL,scr5,electricity,dem,10.5951942011714
h0029,NL,scr5,electricity,dem,10.9943865088637
h0030,NL,scr5,electricity,dem,12.1663865088637
h0031,NL,scr5,electricity,dem,13.972269750622
h0032,NL,scr5,electricity,dem,15.2361021682044
h0033,NL,scr5,electricity,dem,15.8318521682044
h0034,NL,scr5,electricity,dem,16.0168013440286
h0035,NL,scr5,electricity,dem,16.0231777176549
h0036,NL,scr5,electricity,dem,15.8650183769956
h0037,NL,scr5,electricity,dem,15.8227724978747
h0038,NL,scr5,electricity,dem,15.7364469484242
h0039,NL,scr5,electricity,dem,15.7294029923802
h0040,NL,scr5,electricity,dem,16.0565115088637
h0041,NL,scr5,electricity,dem,16.8282821132594
h0042,NL,scr5,electricity,dem,16.5548686517209
h0043,NL,scr5,electricity,dem,16.0330595857868
h0044,NL,scr5,electricity,dem,15.2570884319407
h0045,NL,scr5,electricity,dem,14.3157848605121
h0046,NL,scr5,electricity,dem,13.3009235967758
h0047,NL,scr5,electricity,dem,12.3767354099626
h0048,NL,scr5,electricity,dem,11.5644936517209
