timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,AT,scr7,electricity,dem,7.18059729365729
h0050,AT,scr7,electricity,dem,7.03633767827267
h0051,AT,scr7,electricity,dem,6.88540498596498
h0052,AT,scr7,electricity,dem,6.97689399695399
h0053,AT,scr7,electricity,dem,7.47502998596498
h0054,AT,scr7,electricity,dem,8.2228624035474
h0055,AT,scr7,electricity,dem,9.07632806288806
h0056,AT,scr7,electricity,dem,9.43037888706388
h0057,AT,scr7,electricity,dem,9.58868245849246
h0058,AT,scr7,electricity,dem,9.67107943651443
h0059,AT,scr7,electricity,dem,9.67711652442652
h0060,AT,scr7,electricity,dem,9.46999015080015
h0061,AT,scr7,electricity,dem,9.34382531563531
h0062,AT,scr7,electricity,dem,9.24419070025069
h0063,AT,scr7,electricity,dem,9.24392696398696
h0064,AT,scr7,electricity,dem,9.43097366728366
h0065,AT,scr7,electricity,dem,9.77469207387707
h0066,AT,scr7,electricity,dem,9.75559866728366
h0067,AT,scr7,electricity,dem,9.2672635024485
h0068,AT,scr7,electricity,dem,8.77305883211883
h0069,AT,scr7,electricity,dem,8.26146817277817
h0070,AT,scr7,electricity,dem,8.2035341068441
h0071,AT,scr7,electricity,dem,7.75879646948146
h0072,AT,scr7,electricity,dem,7.43724976618476
