timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,scr18,electricity,dem,44.2743899695476
h0002,FR,scr18,electricity,dem,42.7849778816355
h0003,FR,scr18,electricity,dem,40.0287031563608
h0004,FR,scr18,electricity,dem,39.043038321196
h0005,FR,scr18,electricity,dem,40.9120657937234
h0006,FR,scr18,electricity,dem,45.1811152442729
h0007,FR,scr18,electricity,dem,49.6396207387784
h0008,FR,scr18,electricity,dem,51.6448405189982
h0009,FR,scr18,electricity,dem,52.7949504091081
h0010,FR,scr18,electricity,dem,53.0218460135036
h0011,FR,scr18,electricity,dem,53.1003350244927
h0012,FR,scr18,electricity,dem,53.1631921673498
h0013,FR,scr18,electricity,dem,51.4337745849322
h0014,FR,scr18,electricity,dem,49.3578679915256
h0015,FR,scr18,electricity,dem,47.371027332185
h0016,FR,scr18,electricity,dem,46.8105438157015
h0017,FR,scr18,electricity,dem,49.1583570025147
h0018,FR,scr18,electricity,dem,53.4290218376795
h0019,FR,scr18,electricity,dem,54.3394888706465
h0020,FR,scr18,electricity,dem,51.0368460135037
h0021,FR,scr18,electricity,dem,47.7006592003168
h0022,FR,scr18,electricity,dem,48.0914009585586
h0023,FR,scr18,electricity,dem,49.1879778816356
h0024,FR,scr18,electricity,dem,46.5061756838334
