timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,CH,scr12,electricity,dem,6.62755274636473
h0074,CH,scr12,electricity,dem,6.67250329581528
h0075,CH,scr12,electricity,dem,6.69653626284824
h0076,CH,scr12,electricity,dem,6.73044835076033
h0077,CH,scr12,electricity,dem,6.63097032878231
h0078,CH,scr12,electricity,dem,6.72756922988121
h0079,CH,scr12,electricity,dem,6.89472857054055
h0080,CH,scr12,electricity,dem,7.30269560350758
h0081,CH,scr12,electricity,dem,7.62050879032077
h0082,CH,scr12,electricity,dem,7.71519560350758
h0083,CH,scr12,electricity,dem,7.77564615295814
h0084,CH,scr12,electricity,dem,7.72492637273835
h0085,CH,scr12,electricity,dem,7.59782197713396
h0086,CH,scr12,electricity,dem,7.60314615295813
h0087,CH,scr12,electricity,dem,7.49951428482627
h0088,CH,scr12,electricity,dem,7.44199230680429
h0089,CH,scr12,electricity,dem,7.50891538372736
h0090,CH,scr12,electricity,dem,7.69451428482626
h0091,CH,scr12,electricity,dem,7.80832747163945
h0092,CH,scr12,electricity,dem,7.5613879111999
h0093,CH,scr12,electricity,dem,7.17050879032077
h0094,CH,scr12,electricity,dem,6.91110219691417
h0095,CH,scr12,electricity,dem,6.85103626284824
h0096,CH,scr12,electricity,dem,6.69312417493616
