timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,LU,scr13,electricity,dem,0.486885064045535
h0050,LU,scr13,electricity,dem,0.466718855254326
h0051,LU,scr13,electricity,dem,0.457967481627953
h0052,LU,scr13,electricity,dem,0.45529989921037
h0053,LU,scr13,electricity,dem,0.464766932177403
h0054,LU,scr13,electricity,dem,0.471967481627952
h0055,LU,scr13,electricity,dem,0.504997701408172
h0056,LU,scr13,electricity,dem,0.546086987122458
h0057,LU,scr13,electricity,dem,0.572097976133447
h0058,LU,scr13,electricity,dem,0.585666657452128
h0059,LU,scr13,electricity,dem,0.59751967943015
h0060,LU,scr13,electricity,dem,0.600900173935645
h0061,LU,scr13,electricity,dem,0.590876822287293
h0062,LU,scr13,electricity,dem,0.578402921188392
h0063,LU,scr13,electricity,dem,0.566724349759821
h0064,LU,scr13,electricity,dem,0.562794404704876
h0065,LU,scr13,electricity,dem,0.576457866243337
h0066,LU,scr13,electricity,dem,0.602097976133447
h0067,LU,scr13,electricity,dem,0.605740833276304
h0068,LU,scr13,electricity,dem,0.581450998111469
h0069,LU,scr13,electricity,dem,0.543305393715865
h0070,LU,scr13,electricity,dem,0.537606217891689
h0071,LU,scr13,electricity,dem,0.537306767342239
h0072,LU,scr13,electricity,dem,0.513812261847733
