timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,FR,scr14,wind,avaConv,0.817680061111762
h0050,FR,scr14,wind,avaConv,0.776784653978863
h0051,FR,scr14,wind,avaConv,0.753269366091825
h0052,FR,scr14,wind,avaConv,0.72419333031104
h0053,FR,scr14,wind,avaConv,0.69551220318192
h0054,FR,scr14,wind,avaConv,0.663855220455253
h0055,FR,scr14,wind,avaConv,0.621448645943084
h0056,FR,scr14,wind,avaConv,0.609687957381642
h0057,FR,scr14,wind,avaConv,0.537369681069659
h0058,FR,scr14,wind,avaConv,0.506092484107824
h0059,FR,scr14,wind,avaConv,0.48438736177952
h0060,FR,scr14,wind,avaConv,0.484781974415364
h0061,FR,scr14,wind,avaConv,0.52981491916611
h0062,FR,scr14,wind,avaConv,0.586269392091523
h0063,FR,scr14,wind,avaConv,0.595522094924426
h0064,FR,scr14,wind,avaConv,0.605967988960721
h0065,FR,scr14,wind,avaConv,0.590662170984987
h0066,FR,scr14,wind,avaConv,0.629755891840489
h0067,FR,scr14,wind,avaConv,0.616321382540097
h0068,FR,scr14,wind,avaConv,0.637621516359377
h0069,FR,scr14,wind,avaConv,0.642664870849375
h0070,FR,scr14,wind,avaConv,0.592399931528381
h0071,FR,scr14,wind,avaConv,0.539127484769648
h0072,FR,scr14,wind,avaConv,0.463164444030836
