timestep_4,region_1,scenario_1,technology_1,parameter,value
h0025,CH,scr11,wind,avaConv,0.121154892860805
h0026,CH,scr11,wind,avaConv,0.128144899297293
h0027,CH,scr11,wind,avaConv,0.13613140803383
h0028,CH,scr11,wind,avaConv,0.144810621614913
h0029,CH,scr11,wind,avaConv,0.152882240284985
h0030,CH,scr11,wind,avaConv,0.178312286117221
h0031,CH,scr11,wind,avaConv,0.195254990445537
h0032,CH,scr11,wind,avaConv,0.212261652132906
h0033,CH,scr11,wind,avaConv,0.321548790561361
h0034,CH,scr11,wind,avaConv,0.477549618372446
h0035,CH,scr11,wind,avaConv,0.477549618372446
h0036,CH,scr11,wind,avaConv,0.614231159656751
h0037,CH,scr11,wind,avaConv,0.627796449031628
h0038,CH,scr11,wind,avaConv,0.629725163160758
h0039,CH,scr11,wind,avaConv,0.621431692405501
h0040,CH,scr11,wind,avaConv,0.588161373678018
h0041,CH,scr11,wind,avaConv,0.522038624284365
h0042,CH,scr11,wind,avaConv,0.548783460208293
h0043,CH,scr11,wind,avaConv,0.548783460208293
h0044,CH,scr11,wind,avaConv,0.535411042246329
h0045,CH,scr11,wind,avaConv,0.535411042246329
h0046,CH,scr11,wind,avaConv,0.559790954851668
h0047,CH,scr11,wind,avaConv,0.600779894254377
h0048,CH,scr11,wind,avaConv,0.608494950590145
