timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,AT,scr10,electricity,dem,5.58469968660729
h0002,AT,scr10,electricity,dem,5.44044007122267
h0003,AT,scr10,electricity,dem,5.28950737891498
h0004,AT,scr10,electricity,dem,5.38099638990399
h0005,AT,scr10,electricity,dem,5.87913237891498
h0006,AT,scr10,electricity,dem,6.6269647964974
h0007,AT,scr10,electricity,dem,7.48043045583806
h0008,AT,scr10,electricity,dem,7.83448128001388
h0009,AT,scr10,electricity,dem,7.99278485144246
h0010,AT,scr10,electricity,dem,8.07518182946443
h0011,AT,scr10,electricity,dem,8.08121891737652
h0012,AT,scr10,electricity,dem,7.87409254375015
h0013,AT,scr10,electricity,dem,7.74792770858531
h0014,AT,scr10,electricity,dem,7.6482930932007
h0015,AT,scr10,electricity,dem,7.64802935693696
h0016,AT,scr10,electricity,dem,7.83507606023366
h0017,AT,scr10,electricity,dem,8.17879446682707
h0018,AT,scr10,electricity,dem,8.15970106023366
h0019,AT,scr10,electricity,dem,7.6713658953985
h0020,AT,scr10,electricity,dem,7.17716122506883
h0021,AT,scr10,electricity,dem,6.66557056572817
h0022,AT,scr10,electricity,dem,6.6076364997941
h0023,AT,scr10,electricity,dem,6.16289886243146
h0024,AT,scr10,electricity,dem,5.84135215913476
