timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,NL,scr2,electricity,dem,11.1724183560901
h0026,NL,scr2,electricity,dem,10.8499623121341
h0027,NL,scr2,electricity,dem,10.7233483011451
h0028,NL,scr2,electricity,dem,10.7654746747714
h0029,NL,scr2,electricity,dem,11.1646669824637
h0030,NL,scr2,electricity,dem,12.3366669824637
h0031,NL,scr2,electricity,dem,14.142550224222
h0032,NL,scr2,electricity,dem,15.4063826418044
h0033,NL,scr2,electricity,dem,16.0021326418044
h0034,NL,scr2,electricity,dem,16.1870818176286
h0035,NL,scr2,electricity,dem,16.1934581912549
h0036,NL,scr2,electricity,dem,16.0352988505956
h0037,NL,scr2,electricity,dem,15.9930529714747
h0038,NL,scr2,electricity,dem,15.9067274220242
h0039,NL,scr2,electricity,dem,15.8996834659802
h0040,NL,scr2,electricity,dem,16.2267919824637
h0041,NL,scr2,electricity,dem,16.9985625868593
h0042,NL,scr2,electricity,dem,16.7251491253209
h0043,NL,scr2,electricity,dem,16.2033400593868
h0044,NL,scr2,electricity,dem,15.4273689055407
h0045,NL,scr2,electricity,dem,14.4860653341121
h0046,NL,scr2,electricity,dem,13.4712040703758
h0047,NL,scr2,electricity,dem,12.5470158835626
h0048,NL,scr2,electricity,dem,11.7347741253209
