timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,FR,scr16,solar,avaConv,0.0
h0074,FR,scr16,solar,avaConv,0.0
h0075,FR,scr16,solar,avaConv,0.0
h0076,FR,scr16,solar,avaConv,0.0
h0077,FR,scr16,solar,avaConv,0.0
h0078,FR,scr16,solar,avaConv,0.0
h0079,FR,scr16,solar,avaConv,2.23942506880272e-7
h0080,FR,scr16,solar,avaConv,0.00556278182374414
h0081,FR,scr16,solar,avaConv,0.0578374290044129
h0082,FR,scr16,solar,avaConv,0.130621732553771
h0083,FR,scr16,solar,avaConv,0.186497676788495
h0084,FR,scr16,solar,avaConv,0.210287594582423
h0085,FR,scr16,solar,avaConv,0.201858436375099
h0086,FR,scr16,solar,avaConv,0.163954668088481
h0087,FR,scr16,solar,avaConv,0.103410122545179
h0088,FR,scr16,solar,avaConv,0.0312507447091127
h0089,FR,scr16,solar,avaConv,0.000578254607172355
h0090,FR,scr16,solar,avaConv,0.0
h0091,FR,scr16,solar,avaConv,0.0
h0092,FR,scr16,solar,avaConv,0.0
h0093,FR,scr16,solar,avaConv,0.0
h0094,FR,scr16,solar,avaConv,0.0
h0095,FR,scr16,solar,avaConv,0.0
h0096,FR,scr16,solar,avaConv,0.0
