timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,scr10,electricity,dem,39.1353846620051
h0002,DE,scr10,electricity,dem,38.184608563104
h0003,DE,scr10,electricity,dem,38.2296456510161
h0004,DE,scr10,electricity,dem,39.0719190026645
h0005,DE,scr10,electricity,dem,41.0183709257414
h0006,DE,scr10,electricity,dem,46.0054286180491
h0007,DE,scr10,electricity,dem,51.1999286180491
h0008,DE,scr10,electricity,dem,53.9421016949722
h0009,DE,scr10,electricity,dem,55.3151016949721
h0010,DE,scr10,electricity,dem,56.6092610356315
h0011,DE,scr10,electricity,dem,57.6010701015656
h0012,DE,scr10,electricity,dem,57.1166648817853
h0013,DE,scr10,electricity,dem,55.9358214751919
h0014,DE,scr10,electricity,dem,54.7137953762908
h0015,DE,scr10,electricity,dem,54.1064712004667
h0016,DE,scr10,electricity,dem,54.5611319147524
h0017,DE,scr10,electricity,dem,57.0014588378293
h0018,DE,scr10,electricity,dem,57.7980357609062
h0019,DE,scr10,electricity,dem,56.3656951015656
h0020,DE,scr10,electricity,dem,52.7555742224447
h0021,DE,scr10,electricity,dem,49.8152720246425
h0022,DE,scr10,electricity,dem,47.9941250466205
h0023,DE,scr10,electricity,dem,44.2357376839831
h0024,DE,scr10,electricity,dem,41.1150797169502
