timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,scr10,electricity,dem,63.6981536784476
h0002,FR,scr10,electricity,dem,62.2087415905355
h0003,FR,scr10,electricity,dem,59.4524668652608
h0004,FR,scr10,electricity,dem,58.466802030096
h0005,FR,scr10,electricity,dem,60.3358295026234
h0006,FR,scr10,electricity,dem,64.6048789531729
h0007,FR,scr10,electricity,dem,69.0633844476784
h0008,FR,scr10,electricity,dem,71.0686042278982
h0009,FR,scr10,electricity,dem,72.2187141180081
h0010,FR,scr10,electricity,dem,72.4456097224036
h0011,FR,scr10,electricity,dem,72.5240987333927
h0012,FR,scr10,electricity,dem,72.5869558762498
h0013,FR,scr10,electricity,dem,70.8575382938322
h0014,FR,scr10,electricity,dem,68.7816317004256
h0015,FR,scr10,electricity,dem,66.794791041085
h0016,FR,scr10,electricity,dem,66.2343075246015
h0017,FR,scr10,electricity,dem,68.5821207114147
h0018,FR,scr10,electricity,dem,72.8527855465795
h0019,FR,scr10,electricity,dem,73.7632525795465
h0020,FR,scr10,electricity,dem,70.4606097224037
h0021,FR,scr10,electricity,dem,67.1244229092168
h0022,FR,scr10,electricity,dem,67.5151646674586
h0023,FR,scr10,electricity,dem,68.6117415905355
h0024,FR,scr10,electricity,dem,65.9299393927334
