timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,CH,scr3,solar,avaConv,0.0
h0002,CH,scr3,solar,avaConv,0.0
h0003,CH,scr3,solar,avaConv,0.0
h0004,CH,scr3,solar,avaConv,0.0
h0005,CH,scr3,solar,avaConv,0.0
h0006,CH,scr3,solar,avaConv,0.0
h0007,CH,scr3,solar,avaConv,0.0
h0008,CH,scr3,solar,avaConv,0.00885237372650401
h0009,CH,scr3,solar,avaConv,0.0476676934807727
h0010,CH,scr3,solar,avaConv,0.0810885119620997
h0011,CH,scr3,solar,avaConv,0.0951237966582085
h0012,CH,scr3,solar,avaConv,0.0870711093681564
h0013,CH,scr3,solar,avaConv,0.0780097102746724
h0014,CH,scr3,solar,avaConv,0.0570794077437564
h0015,CH,scr3,solar,avaConv,0.0276927293748464
h0016,CH,scr3,solar,avaConv,0.00312061630464785
h0017,CH,scr3,solar,avaConv,0.0
h0018,CH,scr3,solar,avaConv,0.0
h0019,CH,scr3,solar,avaConv,0.0
h0020,CH,scr3,solar,avaConv,0.0
h0021,CH,scr3,solar,avaConv,0.0
h0022,CH,scr3,solar,avaConv,0.0
h0023,CH,scr3,solar,avaConv,0.0
h0024,CH,scr3,solar,avaConv,0.0
