timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,LU,scr1,wind,avaConv,0.687243620353116
h0074,LU,scr1,wind,avaConv,0.729472192272642
h0075,LU,scr1,wind,avaConv,0.93110581759876
h0076,LU,scr1,wind,avaConv,0.908473536186565
h0077,LU,scr1,wind,avaConv,0.888542202459874
h0078,LU,scr1,wind,avaConv,0.868276574596719
h0079,LU,scr1,wind,avaConv,0.788042003362935
h0080,LU,scr1,wind,avaConv,0.75238991011289
h0081,LU,scr1,wind,avaConv,0.773431742068366
h0082,LU,scr1,wind,avaConv,0.832794173877562
h0083,LU,scr1,wind,avaConv,0.888873377495941
h0084,LU,scr1,wind,avaConv,0.906388689535903
h0085,LU,scr1,wind,avaConv,0.913961539107099
h0086,LU,scr1,wind,avaConv,0.934995872625939
h0087,LU,scr1,wind,avaConv,0.957383007718022
h0088,LU,scr1,wind,avaConv,0.962748516665084
h0089,LU,scr1,wind,avaConv,0.947795635512092
h0090,LU,scr1,wind,avaConv,0.976775944017549
h0091,LU,scr1,wind,avaConv,0.941923101805896
h0092,LU,scr1,wind,avaConv,0.923932967397708
h0093,LU,scr1,wind,avaConv,0.910775035327686
h0094,LU,scr1,wind,avaConv,0.883227166097553
h0095,LU,scr1,wind,avaConv,0.91420897450152
h0096,LU,scr1,wind,avaConv,0.934130284766838
