timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,CH,scr6,electricity,dem,6.81931499792473
h0002,CH,scr6,electricity,dem,6.86426554737528
h0003,CH,scr6,electricity,dem,6.88829851440824
h0004,CH,scr6,electricity,dem,6.92221060232033
h0005,CH,scr6,electricity,dem,6.82273258034231
h0006,CH,scr6,electricity,dem,6.91933148144121
h0007,CH,scr6,electricity,dem,7.08649082210055
h0008,CH,scr6,electricity,dem,7.49445785506758
h0009,CH,scr6,electricity,dem,7.81227104188077
h0010,CH,scr6,electricity,dem,7.90695785506758
h0011,CH,scr6,electricity,dem,7.96740840451814
h0012,CH,scr6,electricity,dem,7.91668862429835
h0013,CH,scr6,electricity,dem,7.78958422869396
h0014,CH,scr6,electricity,dem,7.79490840451813
h0015,CH,scr6,electricity,dem,7.69127653638627
h0016,CH,scr6,electricity,dem,7.63375455836429
h0017,CH,scr6,electricity,dem,7.70067763528736
h0018,CH,scr6,electricity,dem,7.88627653638626
h0019,CH,scr6,electricity,dem,8.00008972319945
h0020,CH,scr6,electricity,dem,7.7531501627599
h0021,CH,scr6,electricity,dem,7.36227104188077
h0022,CH,scr6,electricity,dem,7.10286444847417
h0023,CH,scr6,electricity,dem,7.04279851440824
h0024,CH,scr6,electricity,dem,6.88488642649615
