timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,BE,scr4,solar,avaConv,0.0
h0050,BE,scr4,solar,avaConv,0.0
h0051,BE,scr4,solar,avaConv,0.0
h0052,BE,scr4,solar,avaConv,0.0
h0053,BE,scr4,solar,avaConv,0.0
h0054,BE,scr4,solar,avaConv,0.0
h0055,BE,scr4,solar,avaConv,0.0
h0056,BE,scr4,solar,avaConv,0.00030708739893291
h0057,BE,scr4,solar,avaConv,0.0189614137678656
h0058,BE,scr4,solar,avaConv,0.0507901524552267
h0059,BE,scr4,solar,avaConv,0.0804843474316192
h0060,BE,scr4,solar,avaConv,0.0867332982081633
h0061,BE,scr4,solar,avaConv,0.0717769955395577
h0062,BE,scr4,solar,avaConv,0.0499239053784441
h0063,BE,scr4,solar,avaConv,0.0258444744841151
h0064,BE,scr4,solar,avaConv,0.00277466883524613
h0065,BE,scr4,solar,avaConv,0.0
h0066,BE,scr4,solar,avaConv,0.0
h0067,BE,scr4,solar,avaConv,0.0
h0068,BE,scr4,solar,avaConv,0.0
h0069,BE,scr4,solar,avaConv,0.0
h0070,BE,scr4,solar,avaConv,0.0
h0071,BE,scr4,solar,avaConv,0.0
h0072,BE,scr4,solar,avaConv,0.0
