timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,LU,scr6,solar,avaConv,0.0
h0074,LU,scr6,solar,avaConv,0.0
h0075,LU,scr6,solar,avaConv,0.0
h0076,LU,scr6,solar,avaConv,0.0
h0077,LU,scr6,solar,avaConv,0.0
h0078,LU,scr6,solar,avaConv,0.0
h0079,LU,scr6,solar,avaConv,0.0
h0080,LU,scr6,solar,avaConv,0.000412854080622095
h0081,LU,scr6,solar,avaConv,0.0129125183345214
h0082,LU,scr6,solar,avaConv,0.0405726131341783
h0083,LU,scr6,solar,avaConv,0.0918322241307402
h0084,LU,scr6,solar,avaConv,0.0806577109573236
h0085,LU,scr6,solar,avaConv,0.0460639175560628
h0086,LU,scr6,solar,avaConv,0.032940380071343
h0087,LU,scr6,solar,avaConv,0.0178580754537971
h0088,LU,scr6,solar,avaConv,0.00247055702906355
h0089,LU,scr6,solar,avaConv,0.0
h0090,LU,scr6,solar,avaConv,0.0
h0091,LU,scr6,solar,avaConv,0.0
h0092,LU,scr6,solar,avaConv,0.0
h0093,LU,scr6,solar,avaConv,0.0
h0094,LU,scr6,solar,avaConv,0.0
h0095,LU,scr6,solar,avaConv,0.0
h0096,LU,scr6,solar,avaConv,0.0
