timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,CH,scr9,electricity,dem,7.01560154001473
h0026,CH,scr9,electricity,dem,7.06055208946528
h0027,CH,scr9,electricity,dem,7.08458505649824
h0028,CH,scr9,electricity,dem,7.11849714441033
h0029,CH,scr9,electricity,dem,7.01901912243231
h0030,CH,scr9,electricity,dem,7.11561802353121
h0031,CH,scr9,electricity,dem,7.28277736419055
h0032,CH,scr9,electricity,dem,7.69074439715758
h0033,CH,scr9,electricity,dem,8.00855758397077
h0034,CH,scr9,electricity,dem,8.10324439715758
h0035,CH,scr9,electricity,dem,8.16369494660814
h0036,CH,scr9,electricity,dem,8.11297516638835
h0037,CH,scr9,electricity,dem,7.98587077078396
h0038,CH,scr9,electricity,dem,7.99119494660813
h0039,CH,scr9,electricity,dem,7.88756307847627
h0040,CH,scr9,electricity,dem,7.83004110045429
h0041,CH,scr9,electricity,dem,7.89696417737736
h0042,CH,scr9,electricity,dem,8.08256307847626
h0043,CH,scr9,electricity,dem,8.19637626528945
h0044,CH,scr9,electricity,dem,7.9494367048499
h0045,CH,scr9,electricity,dem,7.55855758397077
h0046,CH,scr9,electricity,dem,7.29915099056417
h0047,CH,scr9,electricity,dem,7.23908505649824
h0048,CH,scr9,electricity,dem,7.08117296858615
