timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,DE,scr2,wind,avaConv,0.456507755592343
h0074,DE,scr2,wind,avaConv,0.463970547942017
h0075,DE,scr2,wind,avaConv,0.468211877848156
h0076,DE,scr2,wind,avaConv,0.465289497011758
h0077,DE,scr2,wind,avaConv,0.453109967914051
h0078,DE,scr2,wind,avaConv,0.446378676788882
h0079,DE,scr2,wind,avaConv,0.441117010884675
h0080,DE,scr2,wind,avaConv,0.434432715514736
h0081,DE,scr2,wind,avaConv,0.462527996412981
h0082,DE,scr2,wind,avaConv,0.492351700317405
h0083,DE,scr2,wind,avaConv,0.471433150104305
h0084,DE,scr2,wind,avaConv,0.452807159492883
h0085,DE,scr2,wind,avaConv,0.44471423120604
h0086,DE,scr2,wind,avaConv,0.398922980309991
h0087,DE,scr2,wind,avaConv,0.331753495710315
h0088,DE,scr2,wind,avaConv,0.316079925971912
h0089,DE,scr2,wind,avaConv,0.390871528312765
h0090,DE,scr2,wind,avaConv,0.391377806422165
h0091,DE,scr2,wind,avaConv,0.348728634013387
h0092,DE,scr2,wind,avaConv,0.302916552583921
h0093,DE,scr2,wind,avaConv,0.277105609969953
h0094,DE,scr2,wind,avaConv,0.260379188241941
h0095,DE,scr2,wind,avaConv,0.253289848149924
h0096,DE,scr2,wind,avaConv,0.24486958502214
