timestep_4,region_1,scenario_1,technology_1,parameter,value
h0025,BE,scr6,wind,avaConv,0.959937366252011
h0026,BE,scr6,wind,avaConv,0.961873369996387
h0027,BE,scr6,wind,avaConv,0.959573407645578
h0028,BE,scr6,wind,avaConv,0.96876305414874
h0029,BE,scr6,wind,avaConv,0.965299023172578
h0030,BE,scr6,wind,avaConv,0.979459276760658
h0031,BE,scr6,wind,avaConv,0.986604866415645
h0032,BE,scr6,wind,avaConv,0.989651380190744
h0033,BE,scr6,wind,avaConv,0.9851668444895
h0034,BE,scr6,wind,avaConv,0.993306981629045
h0035,BE,scr6,wind,avaConv,0.990530324973434
h0036,BE,scr6,wind,avaConv,0.992103528587867
h0037,BE,scr6,wind,avaConv,0.995999772239147
h0038,BE,scr6,wind,avaConv,0.999143860576399
h0039,BE,scr6,wind,avaConv,0.999220456127309
h0040,BE,scr6,wind,avaConv,0.9998834946205
h0041,BE,scr6,wind,avaConv,0.9998834946205
h0042,BE,scr6,wind,avaConv,0.999958874947469
h0043,BE,scr6,wind,avaConv,0.999980803770417
h0044,BE,scr6,wind,avaConv,0.999980803770417
h0045,BE,scr6,wind,avaConv,0.999980803770417
h0046,BE,scr6,wind,avaConv,0.999986285976154
h0047,BE,scr6,wind,avaConv,0.999999991490497
h0048,BE,scr6,wind,avaConv,0.999999991490497
