timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,DE,scr1,solar,avaConv,0.0
h0074,DE,scr1,solar,avaConv,0.0
h0075,DE,scr1,solar,avaConv,0.0
h0076,DE,scr1,solar,avaConv,0.0
h0077,DE,scr1,solar,avaConv,0.0
h0078,DE,scr1,solar,avaConv,0.0
h0079,DE,scr1,solar,avaConv,-1.98064843340778e-9
h0080,DE,scr1,solar,avaConv,0.00429490837460285
h0081,DE,scr1,solar,avaConv,0.0324147764916104
h0082,DE,scr1,solar,avaConv,0.0685749217179336
h0083,DE,scr1,solar,avaConv,0.0984041874633057
h0084,DE,scr1,solar,avaConv,0.107681310369328
h0085,DE,scr1,solar,avaConv,0.0923214849138131
h0086,DE,scr1,solar,avaConv,0.0585828647041364
h0087,DE,scr1,solar,avaConv,0.0207287608606239
h0088,DE,scr1,solar,avaConv,0.000807725418738886
h0089,DE,scr1,solar,avaConv,0.0
h0090,DE,scr1,solar,avaConv,0.0
h0091,DE,scr1,solar,avaConv,0.0
h0092,DE,scr1,solar,avaConv,0.0
h0093,DE,scr1,solar,avaConv,0.0
h0094,DE,scr1,solar,avaConv,0.0
h0095,DE,scr1,solar,avaConv,0.0
h0096,DE,scr1,solar,avaConv,0.0
