timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,LU,scr12,electricity,dem,0.443939651998535
h0074,LU,scr12,electricity,dem,0.423773443207326
h0075,LU,scr12,electricity,dem,0.415022069580953
h0076,LU,scr12,electricity,dem,0.41235448716337
h0077,LU,scr12,electricity,dem,0.421821520130403
h0078,LU,scr12,electricity,dem,0.429022069580952
h0079,LU,scr12,electricity,dem,0.462052289361172
h0080,LU,scr12,electricity,dem,0.503141575075458
h0081,LU,scr12,electricity,dem,0.529152564086447
h0082,LU,scr12,electricity,dem,0.542721245405128
h0083,LU,scr12,electricity,dem,0.55457426738315
h0084,LU,scr12,electricity,dem,0.557954761888645
h0085,LU,scr12,electricity,dem,0.547931410240293
h0086,LU,scr12,electricity,dem,0.535457509141392
h0087,LU,scr12,electricity,dem,0.523778937712821
h0088,LU,scr12,electricity,dem,0.519848992657876
h0089,LU,scr12,electricity,dem,0.533512454196337
h0090,LU,scr12,electricity,dem,0.559152564086447
h0091,LU,scr12,electricity,dem,0.562795421229304
h0092,LU,scr12,electricity,dem,0.538505586064469
h0093,LU,scr12,electricity,dem,0.500359981668865
h0094,LU,scr12,electricity,dem,0.494660805844689
h0095,LU,scr12,electricity,dem,0.494361355295239
h0096,LU,scr12,electricity,dem,0.470866849800733
