timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,AT,scr1,wind,avaConv,0.103229580682548
h0074,AT,scr1,wind,avaConv,0.089447919402597
h0075,AT,scr1,wind,avaConv,0.0772512399547671
h0076,AT,scr1,wind,avaConv,0.0702242282458851
h0077,AT,scr1,wind,avaConv,0.0490719907681468
h0078,AT,scr1,wind,avaConv,0.0377929015729083
h0079,AT,scr1,wind,avaConv,0.0346280785848701
h0080,AT,scr1,wind,avaConv,0.0351247829857474
h0081,AT,scr1,wind,avaConv,0.0347610211264371
h0082,AT,scr1,wind,avaConv,0.0255034536216462
h0083,AT,scr1,wind,avaConv,0.0290751771116412
h0084,AT,scr1,wind,avaConv,0.0121095083329116
h0085,AT,scr1,wind,avaConv,0.007192163777223
h0086,AT,scr1,wind,avaConv,0.00425928477985846
h0087,AT,scr1,wind,avaConv,0.00181200877713887
h0088,AT,scr1,wind,avaConv,0.0178500196422906
h0089,AT,scr1,wind,avaConv,0.0464038613649837
h0090,AT,scr1,wind,avaConv,0.0694347159845576
h0091,AT,scr1,wind,avaConv,0.0829836337336058
h0092,AT,scr1,wind,avaConv,0.0864705433092125
h0093,AT,scr1,wind,avaConv,0.0829399244925906
h0094,AT,scr1,wind,avaConv,0.0820918215361424
h0095,AT,scr1,wind,avaConv,0.0850982019223802
h0096,AT,scr1,wind,avaConv,0.0759751694582272
