timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,BE,scr14,solar,avaConv,0.0
h0074,BE,scr14,solar,avaConv,0.0
h0075,BE,scr14,solar,avaConv,0.0
h0076,BE,scr14,solar,avaConv,0.0
h0077,BE,scr14,solar,avaConv,0.0
h0078,BE,scr14,solar,avaConv,0.0
h0079,BE,scr14,solar,avaConv,0.0
h0080,BE,scr14,solar,avaConv,0.000201723482655286
h0081,BE,scr14,solar,avaConv,0.0207795484371673
h0082,BE,scr14,solar,avaConv,0.0584519206595753
h0083,BE,scr14,solar,avaConv,0.0701359570908074
h0084,BE,scr14,solar,avaConv,0.0675464882206089
h0085,BE,scr14,solar,avaConv,0.0565775640035818
h0086,BE,scr14,solar,avaConv,0.0380993662603733
h0087,BE,scr14,solar,avaConv,0.0180566498519727
h0088,BE,scr14,solar,avaConv,0.0026012051845194
h0089,BE,scr14,solar,avaConv,0.0
h0090,BE,scr14,solar,avaConv,0.0
h0091,BE,scr14,solar,avaConv,0.0
h0092,BE,scr14,solar,avaConv,0.0
h0093,BE,scr14,solar,avaConv,0.0
h0094,BE,scr14,solar,avaConv,0.0
h0095,BE,scr14,solar,avaConv,0.0
h0096,BE,scr14,solar,avaConv,0.0
