timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,LU,scr2,electricity,dem,0.483904810055535
h0026,LU,scr2,electricity,dem,0.463738601264326
h0027,LU,scr2,electricity,dem,0.454987227637953
h0028,LU,scr2,electricity,dem,0.45231964522037
h0029,LU,scr2,electricity,dem,0.461786678187403
h0030,LU,scr2,electricity,dem,0.468987227637952
h0031,LU,scr2,electricity,dem,0.502017447418172
h0032,LU,scr2,electricity,dem,0.543106733132458
h0033,LU,scr2,electricity,dem,0.569117722143447
h0034,LU,scr2,electricity,dem,0.582686403462128
h0035,LU,scr2,electricity,dem,0.59453942544015
h0036,LU,scr2,electricity,dem,0.597919919945645
h0037,LU,scr2,electricity,dem,0.587896568297293
h0038,LU,scr2,electricity,dem,0.575422667198392
h0039,LU,scr2,electricity,dem,0.563744095769821
h0040,LU,scr2,electricity,dem,0.559814150714876
h0041,LU,scr2,electricity,dem,0.573477612253337
h0042,LU,scr2,electricity,dem,0.599117722143447
h0043,LU,scr2,electricity,dem,0.602760579286304
h0044,LU,scr2,electricity,dem,0.578470744121469
h0045,LU,scr2,electricity,dem,0.540325139725865
h0046,LU,scr2,electricity,dem,0.534625963901689
h0047,LU,scr2,electricity,dem,0.534326513352239
h0048,LU,scr2,electricity,dem,0.510832007857733
