timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,AT,scr11,solar,avaConv,0.0
h0074,AT,scr11,solar,avaConv,0.0
h0075,AT,scr11,solar,avaConv,0.0
h0076,AT,scr11,solar,avaConv,0.0
h0077,AT,scr11,solar,avaConv,0.0
h0078,AT,scr11,solar,avaConv,0.0
h0079,AT,scr11,solar,avaConv,0.000135034863759735
h0080,AT,scr11,solar,avaConv,0.0152690836179946
h0081,AT,scr11,solar,avaConv,0.046173071082127
h0082,AT,scr11,solar,avaConv,0.0748511221889148
h0083,AT,scr11,solar,avaConv,0.0946489811757781
h0084,AT,scr11,solar,avaConv,0.10440311754824
h0085,AT,scr11,solar,avaConv,0.100257999911999
h0086,AT,scr11,solar,avaConv,0.0745327823203363
h0087,AT,scr11,solar,avaConv,0.029371370564044
h0088,AT,scr11,solar,avaConv,0.000588410843312728
h0089,AT,scr11,solar,avaConv,0.0
h0090,AT,scr11,solar,avaConv,0.0
h0091,AT,scr11,solar,avaConv,0.0
h0092,AT,scr11,solar,avaConv,0.0
h0093,AT,scr11,solar,avaConv,0.0
h0094,AT,scr11,solar,avaConv,0.0
h0095,AT,scr11,solar,avaConv,0.0
h0096,AT,scr11,solar,avaConv,0.0
