timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,NL,scr3,electricity,dem,9.14468270199011
h0050,NL,scr3,electricity,dem,8.82222665803407
h0051,NL,scr3,electricity,dem,8.69561264704506
h0052,NL,scr3,electricity,dem,8.73773902067144
h0053,NL,scr3,electricity,dem,9.13693132836374
h0054,NL,scr3,electricity,dem,10.3089313283637
h0055,NL,scr3,electricity,dem,12.114814570122
h0056,NL,scr3,electricity,dem,13.3786469877044
h0057,NL,scr3,electricity,dem,13.9743969877044
h0058,NL,scr3,electricity,dem,14.1593461635286
h0059,NL,scr3,electricity,dem,14.1657225371549
h0060,NL,scr3,electricity,dem,14.0075631964956
h0061,NL,scr3,electricity,dem,13.9653173173747
h0062,NL,scr3,electricity,dem,13.8789917679242
h0063,NL,scr3,electricity,dem,13.8719478118802
h0064,NL,scr3,electricity,dem,14.1990563283637
h0065,NL,scr3,electricity,dem,14.9708269327593
h0066,NL,scr3,electricity,dem,14.6974134712209
h0067,NL,scr3,electricity,dem,14.1756044052868
h0068,NL,scr3,electricity,dem,13.3996332514407
h0069,NL,scr3,electricity,dem,12.4583296800121
h0070,NL,scr3,electricity,dem,11.4434684162758
h0071,NL,scr3,electricity,dem,10.5192802294626
h0072,NL,scr3,electricity,dem,9.70703847122087
