timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,scr14,electricity,dem,50.7187812442051
h0002,DE,scr14,electricity,dem,49.768005145304
h0003,DE,scr14,electricity,dem,49.8130422332162
h0004,DE,scr14,electricity,dem,50.6553155848645
h0005,DE,scr14,electricity,dem,52.6017675079414
h0006,DE,scr14,electricity,dem,57.5888252002491
h0007,DE,scr14,electricity,dem,62.7833252002491
h0008,DE,scr14,electricity,dem,65.5254982771722
h0009,DE,scr14,electricity,dem,66.8984982771721
h0010,DE,scr14,electricity,dem,68.1926576178315
h0011,DE,scr14,electricity,dem,69.1844666837656
h0012,DE,scr14,electricity,dem,68.7000614639854
h0013,DE,scr14,electricity,dem,67.5192180573919
h0014,DE,scr14,electricity,dem,66.2971919584908
h0015,DE,scr14,electricity,dem,65.6898677826667
h0016,DE,scr14,electricity,dem,66.1445284969524
h0017,DE,scr14,electricity,dem,68.5848554200293
h0018,DE,scr14,electricity,dem,69.3814323431062
h0019,DE,scr14,electricity,dem,67.9490916837656
h0020,DE,scr14,electricity,dem,64.3389708046447
h0021,DE,scr14,electricity,dem,61.3986686068425
h0022,DE,scr14,electricity,dem,59.5775216288205
h0023,DE,scr14,electricity,dem,55.8191342661831
h0024,DE,scr14,electricity,dem,52.6984762991502
