timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,DE,scr8,electricity,dem,54.8624240238051
h0050,DE,scr8,electricity,dem,53.911647924904
h0051,DE,scr8,electricity,dem,53.9566850128161
h0052,DE,scr8,electricity,dem,54.7989583644645
h0053,DE,scr8,electricity,dem,56.7454102875414
h0054,DE,scr8,electricity,dem,61.7324679798491
h0055,DE,scr8,electricity,dem,66.9269679798491
h0056,DE,scr8,electricity,dem,69.6691410567721
h0057,DE,scr8,electricity,dem,71.0421410567721
h0058,DE,scr8,electricity,dem,72.3363003974315
h0059,DE,scr8,electricity,dem,73.3281094633656
h0060,DE,scr8,electricity,dem,72.8437042435853
h0061,DE,scr8,electricity,dem,71.6628608369919
h0062,DE,scr8,electricity,dem,70.4408347380908
h0063,DE,scr8,electricity,dem,69.8335105622667
h0064,DE,scr8,electricity,dem,70.2881712765524
h0065,DE,scr8,electricity,dem,72.7284981996293
h0066,DE,scr8,electricity,dem,73.5250751227062
h0067,DE,scr8,electricity,dem,72.0927344633656
h0068,DE,scr8,electricity,dem,68.4826135842447
h0069,DE,scr8,electricity,dem,65.5423113864425
h0070,DE,scr8,electricity,dem,63.7211644084205
h0071,DE,scr8,electricity,dem,59.9627770457831
h0072,DE,scr8,electricity,dem,56.8421190787502
