timestep_4,region_1,scenario_1,technology_1,parameter,value
h0025,AT,scr3,solar,avaConv,0.0
h0026,AT,scr3,solar,avaConv,0.0
h0027,AT,scr3,solar,avaConv,0.0
h0028,AT,scr3,solar,avaConv,0.0
h0029,AT,scr3,solar,avaConv,0.0
h0030,AT,scr3,solar,avaConv,0.0
h0031,AT,scr3,solar,avaConv,0.000305219381777533
h0032,AT,scr3,solar,avaConv,0.0377665380916469
h0033,AT,scr3,solar,avaConv,0.103695252874617
h0034,AT,scr3,solar,avaConv,0.140214426968382
h0035,AT,scr3,solar,avaConv,0.13817649429836
h0036,AT,scr3,solar,avaConv,0.12092571296561
h0037,AT,scr3,solar,avaConv,0.0996327063853404
h0038,AT,scr3,solar,avaConv,0.0629041798029986
h0039,AT,scr3,solar,avaConv,0.0192438470964042
h0040,AT,scr3,solar,avaConv,0.000342811950572912
h0041,AT,scr3,solar,avaConv,0.0
h0042,AT,scr3,solar,avaConv,0.0
h0043,AT,scr3,solar,avaConv,0.0
h0044,AT,scr3,solar,avaConv,0.0
h0045,AT,scr3,solar,avaConv,0.0
h0046,AT,scr3,solar,avaConv,0.0
h0047,AT,scr3,solar,avaConv,0.0
h0048,AT,scr3,solar,avaConv,0.0
