timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,AT,scr13,electricity,dem,6.43681376264729
h0074,AT,scr13,electricity,dem,6.29255414726267
h0075,AT,scr13,electricity,dem,6.14162145495498
h0076,AT,scr13,electricity,dem,6.23311046594399
h0077,AT,scr13,electricity,dem,6.73124645495498
h0078,AT,scr13,electricity,dem,7.4790788725374
h0079,AT,scr13,electricity,dem,8.33254453187806
h0080,AT,scr13,electricity,dem,8.68659535605388
h0081,AT,scr13,electricity,dem,8.84489892748246
h0082,AT,scr13,electricity,dem,8.92729590550443
h0083,AT,scr13,electricity,dem,8.93333299341652
h0084,AT,scr13,electricity,dem,8.72620661979015
h0085,AT,scr13,electricity,dem,8.60004178462531
h0086,AT,scr13,electricity,dem,8.5004071692407
h0087,AT,scr13,electricity,dem,8.50014343297696
h0088,AT,scr13,electricity,dem,8.68719013627366
h0089,AT,scr13,electricity,dem,9.03090854286707
h0090,AT,scr13,electricity,dem,9.01181513627366
h0091,AT,scr13,electricity,dem,8.5234799714385
h0092,AT,scr13,electricity,dem,8.02927530110883
h0093,AT,scr13,electricity,dem,7.51768464176817
h0094,AT,scr13,electricity,dem,7.4597505758341
h0095,AT,scr13,electricity,dem,7.01501293847146
h0096,AT,scr13,electricity,dem,6.69346623517476
