timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,FR,scr18,wind,avaConv,0.730636923076519
h0002,FR,scr18,wind,avaConv,0.700481187756715
h0003,FR,scr18,wind,avaConv,0.682459641239053
h0004,FR,scr18,wind,avaConv,0.688877442887562
h0005,FR,scr18,wind,avaConv,0.716875101299424
h0006,FR,scr18,wind,avaConv,0.744497466414162
h0007,FR,scr18,wind,avaConv,0.782710576265618
h0008,FR,scr18,wind,avaConv,0.771601283011334
h0009,FR,scr18,wind,avaConv,0.756688659635716
h0010,FR,scr18,wind,avaConv,0.792690108466037
h0011,FR,scr18,wind,avaConv,0.811506416385478
h0012,FR,scr18,wind,avaConv,0.834186653708457
h0013,FR,scr18,wind,avaConv,0.841791353657314
h0014,FR,scr18,wind,avaConv,0.842211951840055
h0015,FR,scr18,wind,avaConv,0.825595745035751
h0016,FR,scr18,wind,avaConv,0.79933140562417
h0017,FR,scr18,wind,avaConv,0.79354060591189
h0018,FR,scr18,wind,avaConv,0.825571855775602
h0019,FR,scr18,wind,avaConv,0.82532013889021
h0020,FR,scr18,wind,avaConv,0.829796888705112
h0021,FR,scr18,wind,avaConv,0.819319164307874
h0022,FR,scr18,wind,avaConv,0.813213312833312
h0023,FR,scr18,wind,avaConv,0.804551549744309
h0024,FR,scr18,wind,avaConv,0.775891545070449
