timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,CH,scr9,electricity,dem,7.39444596150473
h0002,CH,scr9,electricity,dem,7.43939651095528
h0003,CH,scr9,electricity,dem,7.46342947798824
h0004,CH,scr9,electricity,dem,7.49734156590033
h0005,CH,scr9,electricity,dem,7.39786354392231
h0006,CH,scr9,electricity,dem,7.49446244502121
h0007,CH,scr9,electricity,dem,7.66162178568055
h0008,CH,scr9,electricity,dem,8.06958881864758
h0009,CH,scr9,electricity,dem,8.38740200546077
h0010,CH,scr9,electricity,dem,8.48208881864758
h0011,CH,scr9,electricity,dem,8.54253936809814
h0012,CH,scr9,electricity,dem,8.49181958787835
h0013,CH,scr9,electricity,dem,8.36471519227396
h0014,CH,scr9,electricity,dem,8.37003936809813
h0015,CH,scr9,electricity,dem,8.26640749996627
h0016,CH,scr9,electricity,dem,8.20888552194429
h0017,CH,scr9,electricity,dem,8.27580859886736
h0018,CH,scr9,electricity,dem,8.46140749996626
h0019,CH,scr9,electricity,dem,8.57522068677945
h0020,CH,scr9,electricity,dem,8.3282811263399
h0021,CH,scr9,electricity,dem,7.93740200546077
h0022,CH,scr9,electricity,dem,7.67799541205417
h0023,CH,scr9,electricity,dem,7.61792947798824
h0024,CH,scr9,electricity,dem,7.46001739007615
