timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,BE,scr9,electricity,dem,10.5186941783374
h0002,BE,scr9,electricity,dem,10.1557326398758
h0003,BE,scr9,electricity,dem,9.9436351124033
h0004,BE,scr9,electricity,dem,9.92585626624945
h0005,BE,scr9,electricity,dem,10.236078793722
h0006,BE,scr9,electricity,dem,11.0548631343813
h0007,BE,scr9,electricity,dem,11.7337972003154
h0008,BE,scr9,electricity,dem,12.1303274200956
h0009,BE,scr9,electricity,dem,12.3817436288868
h0010,BE,scr9,electricity,dem,12.5012985739418
h0011,BE,scr9,electricity,dem,12.614784837678
h0012,BE,scr9,electricity,dem,12.4471090135022
h0013,BE,scr9,electricity,dem,12.3544167058099
h0014,BE,scr9,electricity,dem,12.1982353871286
h0015,BE,scr9,electricity,dem,12.1510952772385
h0016,BE,scr9,electricity,dem,12.2042587387769
h0017,BE,scr9,electricity,dem,12.674214782733
h0018,BE,scr9,electricity,dem,12.9017395080077
h0019,BE,scr9,electricity,dem,12.5362765959198
h0020,BE,scr9,electricity,dem,12.0133095629527
h0021,BE,scr9,electricity,dem,11.4854482992165
h0022,BE,scr9,electricity,dem,11.5972834640516
h0023,BE,scr9,electricity,dem,11.5597312662495
h0024,BE,scr9,electricity,dem,10.9826831893264
