timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,LU,scr3,solar,avaConv,0.0
h0050,LU,scr3,solar,avaConv,0.0
h0051,LU,scr3,solar,avaConv,0.0
h0052,LU,scr3,solar,avaConv,0.0
h0053,LU,scr3,solar,avaConv,0.0
h0054,LU,scr3,solar,avaConv,0.0
h0055,LU,scr3,solar,avaConv,0.0
h0056,LU,scr3,solar,avaConv,2.95525662507109e-5
h0057,LU,scr3,solar,avaConv,0.00482574650832685
h0058,LU,scr3,solar,avaConv,0.0239272401168146
h0059,LU,scr3,solar,avaConv,0.0158292486660731
h0060,LU,scr3,solar,avaConv,0.018289088876896
h0061,LU,scr3,solar,avaConv,0.0242753458604082
h0062,LU,scr3,solar,avaConv,0.0193397292835629
h0063,LU,scr3,solar,avaConv,0.00702944449177912
h0064,LU,scr3,solar,avaConv,0.000502524194809796
h0065,LU,scr3,solar,avaConv,0.0
h0066,LU,scr3,solar,avaConv,0.0
h0067,LU,scr3,solar,avaConv,0.0
h0068,LU,scr3,solar,avaConv,0.0
h0069,LU,scr3,solar,avaConv,0.0
h0070,LU,scr3,solar,avaConv,0.0
h0071,LU,scr3,solar,avaConv,0.0
h0072,LU,scr3,solar,avaConv,0.0
