timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,CH,scr15,electricity,dem,6.63290910165473
h0002,CH,scr15,electricity,dem,6.67785965110528
h0003,CH,scr15,electricity,dem,6.70189261813824
h0004,CH,scr15,electricity,dem,6.73580470605033
h0005,CH,scr15,electricity,dem,6.63632668407231
h0006,CH,scr15,electricity,dem,6.73292558517121
h0007,CH,scr15,electricity,dem,6.90008492583055
h0008,CH,scr15,electricity,dem,7.30805195879758
h0009,CH,scr15,electricity,dem,7.62586514561077
h0010,CH,scr15,electricity,dem,7.72055195879758
h0011,CH,scr15,electricity,dem,7.78100250824814
h0012,CH,scr15,electricity,dem,7.73028272802835
h0013,CH,scr15,electricity,dem,7.60317833242396
h0014,CH,scr15,electricity,dem,7.60850250824813
h0015,CH,scr15,electricity,dem,7.50487064011627
h0016,CH,scr15,electricity,dem,7.44734866209429
h0017,CH,scr15,electricity,dem,7.51427173901736
h0018,CH,scr15,electricity,dem,7.69987064011626
h0019,CH,scr15,electricity,dem,7.81368382692945
h0020,CH,scr15,electricity,dem,7.5667442664899
h0021,CH,scr15,electricity,dem,7.17586514561077
h0022,CH,scr15,electricity,dem,6.91645855220417
h0023,CH,scr15,electricity,dem,6.85639261813824
h0024,CH,scr15,electricity,dem,6.69848053022616
