timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,BE,scr10,electricity,dem,9.31777581183736
h0050,BE,scr10,electricity,dem,8.95481427337583
h0051,BE,scr10,electricity,dem,8.7427167459033
h0052,BE,scr10,electricity,dem,8.72493789974945
h0053,BE,scr10,electricity,dem,9.03516042722198
h0054,BE,scr10,electricity,dem,9.85394476788131
h0055,BE,scr10,electricity,dem,10.5328788338154
h0056,BE,scr10,electricity,dem,10.9294090535956
h0057,BE,scr10,electricity,dem,11.1808252623868
h0058,BE,scr10,electricity,dem,11.3003802074418
h0059,BE,scr10,electricity,dem,11.413866471178
h0060,BE,scr10,electricity,dem,11.2461906470022
h0061,BE,scr10,electricity,dem,11.1534983393099
h0062,BE,scr10,electricity,dem,10.9973170206286
h0063,BE,scr10,electricity,dem,10.9501769107385
h0064,BE,scr10,electricity,dem,11.0033403722769
h0065,BE,scr10,electricity,dem,11.473296416233
h0066,BE,scr10,electricity,dem,11.7008211415077
h0067,BE,scr10,electricity,dem,11.3353582294198
h0068,BE,scr10,electricity,dem,10.8123911964527
h0069,BE,scr10,electricity,dem,10.2845299327165
h0070,BE,scr10,electricity,dem,10.3963650975516
h0071,BE,scr10,electricity,dem,10.3588128997494
h0072,BE,scr10,electricity,dem,9.78176482282637
