timestep_4,region_1,scenario_1,technology_1,parameter,value
h0049,NL,scr2,solar,avaConv,0.0
h0050,NL,scr2,solar,avaConv,0.0
h0051,NL,scr2,solar,avaConv,0.0
h0052,NL,scr2,solar,avaConv,0.0
h0053,NL,scr2,solar,avaConv,0.0
h0054,NL,scr2,solar,avaConv,0.0
h0055,NL,scr2,solar,avaConv,0.0
h0056,NL,scr2,solar,avaConv,0.000115939879549818
h0057,NL,scr2,solar,avaConv,0.0291803369152935
h0058,NL,scr2,solar,avaConv,0.0960591731546393
h0059,NL,scr2,solar,avaConv,0.1544434342017
h0060,NL,scr2,solar,avaConv,0.187326887491925
h0061,NL,scr2,solar,avaConv,0.169052392496758
h0062,NL,scr2,solar,avaConv,0.108200628002612
h0063,NL,scr2,solar,avaConv,0.0391929239815245
h0064,NL,scr2,solar,avaConv,0.00277138657842801
h0065,NL,scr2,solar,avaConv,0.0
h0066,NL,scr2,solar,avaConv,0.0
h0067,NL,scr2,solar,avaConv,0.0
h0068,NL,scr2,solar,avaConv,0.0
h0069,NL,scr2,solar,avaConv,0.0
h0070,NL,scr2,solar,avaConv,0.0
h0071,NL,scr2,solar,avaConv,0.0
h0072,NL,scr2,solar,avaConv,0.0
