timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,DE,scr13,solar,avaConv,0.0
h0002,DE,scr13,solar,avaConv,0.0
h0003,DE,scr13,solar,avaConv,0.0
h0004,DE,scr13,solar,avaConv,0.0
h0005,DE,scr13,solar,avaConv,0.0
h0006,DE,scr13,solar,avaConv,0.0
h0007,DE,scr13,solar,avaConv,0.0
h0008,DE,scr13,solar,avaConv,0.00549649459935293
h0009,DE,scr13,solar,avaConv,0.0524064905477649
h0010,DE,scr13,solar,avaConv,0.118343592466147
h0011,DE,scr13,solar,avaConv,0.171780855206715
h0012,DE,scr13,solar,avaConv,0.190427206786172
h0013,DE,scr13,solar,avaConv,0.169589263863157
h0014,DE,scr13,solar,avaConv,0.117676453531617
h0015,DE,scr13,solar,avaConv,0.046522853092262
h0016,DE,scr13,solar,avaConv,0.00190144698235846
h0017,DE,scr13,solar,avaConv,0.0
h0018,DE,scr13,solar,avaConv,0.0
h0019,DE,scr13,solar,avaConv,0.0
h0020,DE,scr13,solar,avaConv,0.0
h0021,DE,scr13,solar,avaConv,0.0
h0022,DE,scr13,solar,avaConv,0.0
h0023,DE,scr13,solar,avaConv,0.0
h0024,DE,scr13,solar,avaConv,0.0
