timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,FR,scr11,electricity,dem,75.3826980795476
h0026,FR,scr11,electricity,dem,73.8932859916355
h0027,FR,scr11,electricity,dem,71.1370112663608
h0028,FR,scr11,electricity,dem,70.151346431196
h0029,FR,scr11,electricity,dem,72.0203739037234
h0030,FR,scr11,electricity,dem,76.2894233542729
h0031,FR,scr11,electricity,dem,80.7479288487784
h0032,FR,scr11,electricity,dem,82.7531486289982
h0033,FR,scr11,electricity,dem,83.9032585191081
h0034,FR,scr11,electricity,dem,84.1301541235036
h0035,FR,scr11,electricity,dem,84.2086431344927
h0036,FR,scr11,electricity,dem,84.2715002773498
h0037,FR,scr11,electricity,dem,82.5420826949322
h0038,FR,scr11,electricity,dem,80.4661761015256
h0039,FR,scr11,electricity,dem,78.479335442185
h0040,FR,scr11,electricity,dem,77.9188519257015
h0041,FR,scr11,electricity,dem,80.2666651125147
h0042,FR,scr11,electricity,dem,84.5373299476795
h0043,FR,scr11,electricity,dem,85.4477969806465
h0044,FR,scr11,electricity,dem,82.1451541235036
h0045,FR,scr11,electricity,dem,78.8089673103168
h0046,FR,scr11,electricity,dem,79.1997090685586
h0047,FR,scr11,electricity,dem,80.2962859916356
h0048,FR,scr11,electricity,dem,77.6144837938334
