timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,FR,scr14,wind,avaConv,0.367691805891458
h0002,FR,scr14,wind,avaConv,0.335449570827678
h0003,FR,scr14,wind,avaConv,0.307021938554913
h0004,FR,scr14,wind,avaConv,0.28823217460977
h0005,FR,scr14,wind,avaConv,0.273489221054703
h0006,FR,scr14,wind,avaConv,0.278644657804811
h0007,FR,scr14,wind,avaConv,0.296603089409053
h0008,FR,scr14,wind,avaConv,0.351120838597296
h0009,FR,scr14,wind,avaConv,0.409810355291071
h0010,FR,scr14,wind,avaConv,0.505232729648953
h0011,FR,scr14,wind,avaConv,0.606882487844787
h0012,FR,scr14,wind,avaConv,0.693012854193856
h0013,FR,scr14,wind,avaConv,0.753629964052699
h0014,FR,scr14,wind,avaConv,0.778251371770195
h0015,FR,scr14,wind,avaConv,0.733131496957118
h0016,FR,scr14,wind,avaConv,0.615933566084327
h0017,FR,scr14,wind,avaConv,0.587384071572621
h0018,FR,scr14,wind,avaConv,0.672374135246328
h0019,FR,scr14,wind,avaConv,0.72942974762006
h0020,FR,scr14,wind,avaConv,0.771147306347548
h0021,FR,scr14,wind,avaConv,0.761881021704652
h0022,FR,scr14,wind,avaConv,0.729696979650799
h0023,FR,scr14,wind,avaConv,0.698901244646342
h0024,FR,scr14,wind,avaConv,0.734284197682821
