timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0025,NL,scr4,electricity,dem,11.7458223506901
h0026,NL,scr4,electricity,dem,11.4233663067341
h0027,NL,scr4,electricity,dem,11.2967522957451
h0028,NL,scr4,electricity,dem,11.3388786693714
h0029,NL,scr4,electricity,dem,11.7380709770637
h0030,NL,scr4,electricity,dem,12.9100709770637
h0031,NL,scr4,electricity,dem,14.715954218822
h0032,NL,scr4,electricity,dem,15.9797866364044
h0033,NL,scr4,electricity,dem,16.5755366364044
h0034,NL,scr4,electricity,dem,16.7604858122286
h0035,NL,scr4,electricity,dem,16.7668621858549
h0036,NL,scr4,electricity,dem,16.6087028451956
h0037,NL,scr4,electricity,dem,16.5664569660747
h0038,NL,scr4,electricity,dem,16.4801314166242
h0039,NL,scr4,electricity,dem,16.4730874605802
h0040,NL,scr4,electricity,dem,16.8001959770637
h0041,NL,scr4,electricity,dem,17.5719665814594
h0042,NL,scr4,electricity,dem,17.2985531199209
h0043,NL,scr4,electricity,dem,16.7767440539868
h0044,NL,scr4,electricity,dem,16.0007729001407
h0045,NL,scr4,electricity,dem,15.0594693287121
h0046,NL,scr4,electricity,dem,14.0446080649758
h0047,NL,scr4,electricity,dem,13.1204198781626
h0048,NL,scr4,electricity,dem,12.3081781199209
