timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,BE,scr8,wind,avaConv,0.42224861477697
h0074,BE,scr8,wind,avaConv,0.499530690163827
h0075,BE,scr8,wind,avaConv,0.584710330976204
h0076,BE,scr8,wind,avaConv,0.632940826821951
h0077,BE,scr8,wind,avaConv,0.774388606075735
h0078,BE,scr8,wind,avaConv,0.864177232476949
h0079,BE,scr8,wind,avaConv,0.925998923315919
h0080,BE,scr8,wind,avaConv,0.930185127547829
h0081,BE,scr8,wind,avaConv,0.953264685683872
h0082,BE,scr8,wind,avaConv,0.986872232696627
h0083,BE,scr8,wind,avaConv,0.998786180903106
h0084,BE,scr8,wind,avaConv,0.99975665465381
h0085,BE,scr8,wind,avaConv,0.99964313873256
h0086,BE,scr8,wind,avaConv,0.999295299635035
h0087,BE,scr8,wind,avaConv,0.995828569802794
h0088,BE,scr8,wind,avaConv,0.959383143202908
h0089,BE,scr8,wind,avaConv,0.82478133115811
h0090,BE,scr8,wind,avaConv,0.731831302705927
h0091,BE,scr8,wind,avaConv,0.656868217026818
h0092,BE,scr8,wind,avaConv,0.571389030442851
h0093,BE,scr8,wind,avaConv,0.502927781129827
h0094,BE,scr8,wind,avaConv,0.444744980790971
h0095,BE,scr8,wind,avaConv,0.397475227880326
h0096,BE,scr8,wind,avaConv,0.339387466433052
