timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,BE,scr6,solar,avaConv,0.0
h0074,BE,scr6,solar,avaConv,0.0
h0075,BE,scr6,solar,avaConv,0.0
h0076,BE,scr6,solar,avaConv,0.0
h0077,BE,scr6,solar,avaConv,0.0
h0078,BE,scr6,solar,avaConv,0.0
h0079,BE,scr6,solar,avaConv,0.0
h0080,BE,scr6,solar,avaConv,0.000297252928475678
h0081,BE,scr6,solar,avaConv,0.0236643181554552
h0082,BE,scr6,solar,avaConv,0.0575474410426354
h0083,BE,scr6,solar,avaConv,0.0862190493722841
h0084,BE,scr6,solar,avaConv,0.118896245922184
h0085,BE,scr6,solar,avaConv,0.145722565235857
h0086,BE,scr6,solar,avaConv,0.114941472074867
h0087,BE,scr6,solar,avaConv,0.0410112886315508
h0088,BE,scr6,solar,avaConv,0.00337336501950348
h0089,BE,scr6,solar,avaConv,0.0
h0090,BE,scr6,solar,avaConv,0.0
h0091,BE,scr6,solar,avaConv,0.0
h0092,BE,scr6,solar,avaConv,0.0
h0093,BE,scr6,solar,avaConv,0.0
h0094,BE,scr6,solar,avaConv,0.0
h0095,BE,scr6,solar,avaConv,0.0
h0096,BE,scr6,solar,avaConv,0.0
