timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,NL,scr7,electricity,dem,8.56373553509011
h0074,NL,scr7,electricity,dem,8.24127949113407
h0075,NL,scr7,electricity,dem,8.11466548014506
h0076,NL,scr7,electricity,dem,8.15679185377144
h0077,NL,scr7,electricity,dem,8.55598416146374
h0078,NL,scr7,electricity,dem,9.72798416146373
h0079,NL,scr7,electricity,dem,11.533867403222
h0080,NL,scr7,electricity,dem,12.7976998208044
h0081,NL,scr7,electricity,dem,13.3934498208044
h0082,NL,scr7,electricity,dem,13.5783989966286
h0083,NL,scr7,electricity,dem,13.584775370255
h0084,NL,scr7,electricity,dem,13.4266160295956
h0085,NL,scr7,electricity,dem,13.3843701504747
h0086,NL,scr7,electricity,dem,13.2980446010242
h0087,NL,scr7,electricity,dem,13.2910006449802
h0088,NL,scr7,electricity,dem,13.6181091614637
h0089,NL,scr7,electricity,dem,14.3898797658593
h0090,NL,scr7,electricity,dem,14.1164663043209
h0091,NL,scr7,electricity,dem,13.5946572383868
h0092,NL,scr7,electricity,dem,12.8186860845407
h0093,NL,scr7,electricity,dem,11.8773825131121
h0094,NL,scr7,electricity,dem,10.8625212493758
h0095,NL,scr7,electricity,dem,9.93833306256264
h0096,NL,scr7,electricity,dem,9.12609130432087
