timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0049,BE,scr6,electricity,dem,9.15634025953736
h0050,BE,scr6,electricity,dem,8.79337872107583
h0051,BE,scr6,electricity,dem,8.5812811936033
h0052,BE,scr6,electricity,dem,8.56350234744945
h0053,BE,scr6,electricity,dem,8.87372487492198
h0054,BE,scr6,electricity,dem,9.69250921558131
h0055,BE,scr6,electricity,dem,10.3714432815154
h0056,BE,scr6,electricity,dem,10.7679735012956
h0057,BE,scr6,electricity,dem,11.0193897100868
h0058,BE,scr6,electricity,dem,11.1389446551418
h0059,BE,scr6,electricity,dem,11.252430918878
h0060,BE,scr6,electricity,dem,11.0847550947022
h0061,BE,scr6,electricity,dem,10.9920627870099
h0062,BE,scr6,electricity,dem,10.8358814683286
h0063,BE,scr6,electricity,dem,10.7887413584385
h0064,BE,scr6,electricity,dem,10.8419048199769
h0065,BE,scr6,electricity,dem,11.311860863933
h0066,BE,scr6,electricity,dem,11.5393855892077
h0067,BE,scr6,electricity,dem,11.1739226771198
h0068,BE,scr6,electricity,dem,10.6509556441527
h0069,BE,scr6,electricity,dem,10.1230943804165
h0070,BE,scr6,electricity,dem,10.2349295452516
h0071,BE,scr6,electricity,dem,10.1973773474494
h0072,BE,scr6,electricity,dem,9.62032927052637
