timestep_4,region_1,scenario_1,technology_1,parameter,value
h0025,AT,scr5,solar,avaConv,0.0
h0026,AT,scr5,solar,avaConv,0.0
h0027,AT,scr5,solar,avaConv,0.0
h0028,AT,scr5,solar,avaConv,0.0
h0029,AT,scr5,solar,avaConv,0.0
h0030,AT,scr5,solar,avaConv,0.0
h0031,AT,scr5,solar,avaConv,0.000335219008256643
h0032,AT,scr5,solar,avaConv,0.0422113814801642
h0033,AT,scr5,solar,avaConv,0.134061742317607
h0034,AT,scr5,solar,avaConv,0.223619493103349
h0035,AT,scr5,solar,avaConv,0.282516977109045
h0036,AT,scr5,solar,avaConv,0.288170505198392
h0037,AT,scr5,solar,avaConv,0.242663787786601
h0038,AT,scr5,solar,avaConv,0.155518326184935
h0039,AT,scr5,solar,avaConv,0.0518142979537785
h0040,AT,scr5,solar,avaConv,0.000961461577423903
h0041,AT,scr5,solar,avaConv,0.0
h0042,AT,scr5,solar,avaConv,0.0
h0043,AT,scr5,solar,avaConv,0.0
h0044,AT,scr5,solar,avaConv,0.0
h0045,AT,scr5,solar,avaConv,0.0
h0046,AT,scr5,solar,avaConv,0.0
h0047,AT,scr5,solar,avaConv,0.0
h0048,AT,scr5,solar,avaConv,0.0
