timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0001,BE,scr5,electricity,dem,8.45237999615736
h0002,BE,scr5,electricity,dem,8.08941845769583
h0003,BE,scr5,electricity,dem,7.8773209302233
h0004,BE,scr5,electricity,dem,7.85954208406945
h0005,BE,scr5,electricity,dem,8.16976461154198
h0006,BE,scr5,electricity,dem,8.98854895220132
h0007,BE,scr5,electricity,dem,9.66748301813538
h0008,BE,scr5,electricity,dem,10.0640132379156
h0009,BE,scr5,electricity,dem,10.3154294467068
h0010,BE,scr5,electricity,dem,10.4349843917618
h0011,BE,scr5,electricity,dem,10.548470655498
h0012,BE,scr5,electricity,dem,10.3807948313222
h0013,BE,scr5,electricity,dem,10.2881025236299
h0014,BE,scr5,electricity,dem,10.1319212049486
h0015,BE,scr5,electricity,dem,10.0847810950585
h0016,BE,scr5,electricity,dem,10.1379445565969
h0017,BE,scr5,electricity,dem,10.607900600553
h0018,BE,scr5,electricity,dem,10.8354253258277
h0019,BE,scr5,electricity,dem,10.4699624137398
h0020,BE,scr5,electricity,dem,9.94699538077274
h0021,BE,scr5,electricity,dem,9.41913411703648
h0022,BE,scr5,electricity,dem,9.53096928187165
h0023,BE,scr5,electricity,dem,9.49341708406945
h0024,BE,scr5,electricity,dem,8.91636900714637
