timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,AT,scr18,wind,avaConv,0.0231079992092287
h0002,AT,scr18,wind,avaConv,0.0155350639333154
h0003,AT,scr18,wind,avaConv,0.0140518931037364
h0004,AT,scr18,wind,avaConv,0.00941708091156642
h0005,AT,scr18,wind,avaConv,0.0154765752470373
h0006,AT,scr18,wind,avaConv,0.0119844902124671
h0007,AT,scr18,wind,avaConv,0.00638188113694815
h0008,AT,scr18,wind,avaConv,0.010082207246728
h0009,AT,scr18,wind,avaConv,0.0217722502989189
h0010,AT,scr18,wind,avaConv,0.0379316859256886
h0011,AT,scr18,wind,avaConv,0.0496947721121929
h0012,AT,scr18,wind,avaConv,0.048799853522182
h0013,AT,scr18,wind,avaConv,0.0339037117089959
h0014,AT,scr18,wind,avaConv,0.0192245144643488
h0015,AT,scr18,wind,avaConv,0.0173142614243026
h0016,AT,scr18,wind,avaConv,0.0195935250519696
h0017,AT,scr18,wind,avaConv,0.0385793518780852
h0018,AT,scr18,wind,avaConv,0.0446106887566624
h0019,AT,scr18,wind,avaConv,0.054030547367057
h0020,AT,scr18,wind,avaConv,0.0672178446536913
h0021,AT,scr18,wind,avaConv,0.0783487360894461
h0022,AT,scr18,wind,avaConv,0.0733334005540484
h0023,AT,scr18,wind,avaConv,0.0604661791508176
h0024,AT,scr18,wind,avaConv,0.0600089584572068
