timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,DE,scr13,electricity,dem,47.6426616791051
h0074,DE,scr13,electricity,dem,46.691885580204
h0075,DE,scr13,electricity,dem,46.7369226681162
h0076,DE,scr13,electricity,dem,47.5791960197645
h0077,DE,scr13,electricity,dem,49.5256479428414
h0078,DE,scr13,electricity,dem,54.5127056351491
h0079,DE,scr13,electricity,dem,59.7072056351491
h0080,DE,scr13,electricity,dem,62.4493787120722
h0081,DE,scr13,electricity,dem,63.8223787120722
h0082,DE,scr13,electricity,dem,65.1165380527315
h0083,DE,scr13,electricity,dem,66.1083471186656
h0084,DE,scr13,electricity,dem,65.6239418988853
h0085,DE,scr13,electricity,dem,64.4430984922919
h0086,DE,scr13,electricity,dem,63.2210723933908
h0087,DE,scr13,electricity,dem,62.6137482175667
h0088,DE,scr13,electricity,dem,63.0684089318524
h0089,DE,scr13,electricity,dem,65.5087358549293
h0090,DE,scr13,electricity,dem,66.3053127780062
h0091,DE,scr13,electricity,dem,64.8729721186656
h0092,DE,scr13,electricity,dem,61.2628512395447
h0093,DE,scr13,electricity,dem,58.3225490417425
h0094,DE,scr13,electricity,dem,56.5014020637205
h0095,DE,scr13,electricity,dem,52.7430147010831
h0096,DE,scr13,electricity,dem,49.6223567340502
