timestep_4,region_1,scenario_1,technology_1,parameter,value
h0073,LU,scr12,solar,avaConv,0.0
h0074,LU,scr12,solar,avaConv,0.0
h0075,LU,scr12,solar,avaConv,0.0
h0076,LU,scr12,solar,avaConv,0.0
h0077,LU,scr12,solar,avaConv,0.0
h0078,LU,scr12,solar,avaConv,0.0
h0079,LU,scr12,solar,avaConv,0.0
h0080,LU,scr12,solar,avaConv,0.00289583714132672
h0081,LU,scr12,solar,avaConv,0.0524642905244887
h0082,LU,scr12,solar,avaConv,0.124052821169263
h0083,LU,scr12,solar,avaConv,0.168454364906876
h0084,LU,scr12,solar,avaConv,0.171773886345632
h0085,LU,scr12,solar,avaConv,0.151580928933326
h0086,LU,scr12,solar,avaConv,0.109163600841615
h0087,LU,scr12,solar,avaConv,0.0484847697512397
h0088,LU,scr12,solar,avaConv,0.00469003914105402
h0089,LU,scr12,solar,avaConv,0.0
h0090,LU,scr12,solar,avaConv,0.0
h0091,LU,scr12,solar,avaConv,0.0
h0092,LU,scr12,solar,avaConv,0.0
h0093,LU,scr12,solar,avaConv,0.0
h0094,LU,scr12,solar,avaConv,0.0
h0095,LU,scr12,solar,avaConv,0.0
h0096,LU,scr12,solar,avaConv,0.0
