timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,CH,scr3,electricity,dem,7.25246495875473
h0074,CH,scr3,electricity,dem,7.29741550820528
h0075,CH,scr3,electricity,dem,7.32144847523824
h0076,CH,scr3,electricity,dem,7.35536056315033
h0077,CH,scr3,electricity,dem,7.25588254117231
h0078,CH,scr3,electricity,dem,7.35248144227121
h0079,CH,scr3,electricity,dem,7.51964078293055
h0080,CH,scr3,electricity,dem,7.92760781589758
h0081,CH,scr3,electricity,dem,8.24542100271077
h0082,CH,scr3,electricity,dem,8.34010781589758
h0083,CH,scr3,electricity,dem,8.40055836534814
h0084,CH,scr3,electricity,dem,8.34983858512835
h0085,CH,scr3,electricity,dem,8.22273418952396
h0086,CH,scr3,electricity,dem,8.22805836534813
h0087,CH,scr3,electricity,dem,8.12442649721627
h0088,CH,scr3,electricity,dem,8.06690451919429
h0089,CH,scr3,electricity,dem,8.13382759611736
h0090,CH,scr3,electricity,dem,8.31942649721626
h0091,CH,scr3,electricity,dem,8.43323968402945
h0092,CH,scr3,electricity,dem,8.1863001235899
h0093,CH,scr3,electricity,dem,7.79542100271077
h0094,CH,scr3,electricity,dem,7.53601440930417
h0095,CH,scr3,electricity,dem,7.47594847523824
h0096,CH,scr3,electricity,dem,7.31803638732615
