timestep_4,region_1,scenario_1,carrier_1,parameter,value
h0073,AT,scr2,electricity,dem,7.68230875664729
h0074,AT,scr2,electricity,dem,7.53804914126267
h0075,AT,scr2,electricity,dem,7.38711644895498
h0076,AT,scr2,electricity,dem,7.47860545994399
h0077,AT,scr2,electricity,dem,7.97674144895498
h0078,AT,scr2,electricity,dem,8.7245738665374
h0079,AT,scr2,electricity,dem,9.57803952587806
h0080,AT,scr2,electricity,dem,9.93209035005388
h0081,AT,scr2,electricity,dem,10.0903939214825
h0082,AT,scr2,electricity,dem,10.1727908995044
h0083,AT,scr2,electricity,dem,10.1788279874165
h0084,AT,scr2,electricity,dem,9.97170161379015
h0085,AT,scr2,electricity,dem,9.84553677862531
h0086,AT,scr2,electricity,dem,9.74590216324069
h0087,AT,scr2,electricity,dem,9.74563842697696
h0088,AT,scr2,electricity,dem,9.93268513027366
h0089,AT,scr2,electricity,dem,10.2764035368671
h0090,AT,scr2,electricity,dem,10.2573101302737
h0091,AT,scr2,electricity,dem,9.7689749654385
h0092,AT,scr2,electricity,dem,9.27477029510883
h0093,AT,scr2,electricity,dem,8.76317963576817
h0094,AT,scr2,electricity,dem,8.7052455698341
h0095,AT,scr2,electricity,dem,8.26050793247146
h0096,AT,scr2,electricity,dem,7.93896122917476
